id	roleID	roletype	cardID	skinId	targetNum	given	displayOrder	time	voicecode	ladyVoicecode	type	priority	showInBook	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desk	desk_zh_TW	desk_en_UK	desk_ja_JP	desk_ko_KR	desk_th_TH	ladyDesk	ladyDesk_zh_TW	ladyDesk_en_UK	ladyDesk_ja_JP	ladyDesk_ko_KR	ladyDesk_th_TH
3654	104	3	104004		0				vo_hello_104004_02	vo_hello_104004_02	1	2	1	1	打招呼2	打招呼2	Greeting 2	挨拶2	인사2	ทักทาย 2	调查官还醒着呢？怎么？你也想去做点特别的创作？\n来，背上这个，我们一起出发咯~	調查官還醒著呢？怎麼？你也想去做點特別的創作？\n來，背上這個，我們一起出發咯~	You're still up, Inspector? What, feeling inspired to make something special too? Here — gear up. Let's get going.	まだ起きてるの? もしかして、調査官もあの特別な「アート」を描きたい?\nさあ、これを背負って、行くわよ	조사관님 아직 안 주무셨네요? 왜요, 특별한 창작이라도 해보고 싶은 거예요?\n자, 이거 메고 가요. 같이 출발해 볼까요~	ยัง​ไม่​นอน​อีก​เหรอ​ ผู้ตรวจการ​?​ ว่า​ไง​?​ อยาก​ไป​สร้างสรรค์​อะไร​ที่​พิเศษ​สักหน่อย​มั้ย​?​\nมา​สิ​ สะพาย​เจ้า​นี้​ขึ้น​มา​ แล้ว​เรา​ออกเดินทาง​กัน​เลย​~​	调查官还醒着呢？怎么？你也想去做点特别的创作？\n来，背上这个，我们一起出发咯~	調查官還醒著呢？怎麼？你也想去做點特別的創作？\n來，背上這個，我們一起出發咯~	You're still up, Inspector? What, feeling inspired to make something special too? Here — gear up. Let's get going.	まだ起きてるの? もしかして、調査官もあの特別な「アート」を描きたい?\nさあ、これを背負って、行くわよ	조사관님 아직 안 주무셨네요? 왜요, 특별한 창작이라도 해보고 싶은 거예요?\n자, 이거 메고 가요. 같이 출발해 볼까요~	ยัง​ไม่​นอน​อีก​เหรอ​ ผู้ตรวจการ​?​ ว่า​ไง​?​ อยาก​ไป​สร้างสรรค์​อะไร​ที่​พิเศษ​สักหน่อย​มั้ย​?​\nมา​สิ​ สะพาย​เจ้า​นี้​ขึ้น​มา​ แล้ว​เรา​ออกเดินทาง​กัน​เลย​~​
3655	104	3	104004		1				vo_touch_104004_01	vo_touch_104004_01	2	2	1	1	主界面触摸1	主介面觸摸1	Main Screen Interaction 1	タッチ1	메인 화면 터치1	สัมผัสหน้าหลัก 1	调查官喜欢我这一身装扮吗？\n那么我也给调查官的制服来点不一样的点缀吧~	調查官喜歡我這一身裝扮嗎？\n那麼我也給調查官的制服來點不一樣的點綴吧~	Like this look on me, Inspector? Then let me give your uniform a little extra flair too~	調査官、このコーデ気に入ってるの?\nじゃあ、調査官の制服にも一味違うデザインをしてあげるよ	조사관님, 오늘 제 스타일 마음에 들어요?\n그럼 조사관님 제복에도 조금 색다른 포인트를 더해 드릴게요~	ผู้ตรวจการ​ ชอบ​ชุด​ที่​ฉัน​ใส่​อยู่​นี่​มั้ย​?​\nงั้น​ฉัน​ขอ​เติม​ลูกเล่น​ให้​เครื่องแบบ​ของ​คุณ​สักหน่อย​ดีกว่า​~​	调查官喜欢我这一身装扮吗？\n那么我也给调查官的制服来点不一样的点缀吧~	調查官喜歡我這一身裝扮嗎？\n那麼我也給調查官的制服來點不一樣的點綴吧~	Like this look on me, Inspector? Then let me give your uniform a little extra flair too~	調査官、このコーデ気に入ってるの?\nじゃあ、調査官の制服にも一味違うデザインをしてあげるよ	조사관님, 오늘 제 스타일 마음에 들어요?\n그럼 조사관님 제복에도 조금 색다른 포인트를 더해 드릴게요~	ผู้ตรวจการ​ ชอบ​ชุด​ที่​ฉัน​ใส่​อยู่​นี่​มั้ย​?​\nงั้น​ฉัน​ขอ​เติม​ลูกเล่น​ให้​เครื่องแบบ​ของ​คุณ​สักหน่อย​ดีกว่า​~​
3656	104	3	104004		1				vo_touch_104004_02	vo_touch_104004_02	2	2	1	1	主界面触摸2	主介面觸摸2	Main Screen Interaction 2	タッチ2	메인 화면 터치2	สัมผัสหน้าหลัก 2	调查官，工作累了吗？\n给，用这个涂鸦罐把心中的疲劳和压力释放出来吧~	調查官，工作累了嗎？\n給，用這個塗鴉罐把心中的疲勞和壓力釋放出來吧~	Tired from work, Inspector?\nHere—take this spray can and let it all out~	調査官、仕事に疲れていない?\nはい、このスプレーで、心の疲れやストレスを発散できるよ~	조사관님, 일하느라 피곤하시죠?\n여기요, 이 스프레이로 마음속 피로랑 스트레스 날려버리세요~	ผู้ตรวจการ​ ทำงาน​จน​เหนื่อย​แล้ว​หรือเปล่า​นะ​?​\nเอ้า​นี่​ ใช้​กระป๋อง​สเปรย์​นี่​พ่น​ระบาย​ความ​ล้า​และ​ความเครียด​ออกมา​ซะ​สิ​~​	调查官，工作累了吗？\n给，用这个涂鸦罐把心中的疲劳和压力释放出来吧~	調查官，工作累了嗎？\n給，用這個塗鴉罐把心中的疲勞和壓力釋放出來吧~	Tired from work, Inspector?\nHere—take this spray can and let it all out~	調査官、仕事に疲れていない?\nはい、このスプレーで、心の疲れやストレスを発散できるよ~	조사관님, 일하느라 피곤하시죠?\n여기요, 이 스프레이로 마음속 피로랑 스트레스 날려버리세요~	ผู้ตรวจการ​ ทำงาน​จน​เหนื่อย​แล้ว​หรือเปล่า​นะ​?​\nเอ้า​นี่​ ใช้​กระป๋อง​สเปรย์​นี่​พ่น​ระบาย​ความ​ล้า​และ​ความเครียด​ออกมา​ซะ​สิ​~​
3657	104	3	104004		1				vo_touch_104004_03	vo_touch_104004_03	2	2	1	1	主界面触摸3	主介面觸摸3	Main Screen Interaction 3	タッチ3	메인 화면 터치3	สัมผัสหน้าหลัก 3	调查官，你的宿舍墙面看上去很空呢~\n不如……让我来好好「装饰」一下？	調查官，你的宿舍牆面看上去很空呢~\n不如……讓我來好好「裝飾」一下？	Inspector, your dorm walls are looking a little plain~ Want me to "decorate" them for you?	調査官、部屋の壁には何かが足りないようだね~\n私が飾りつけてあげるわよ~ 	조사관님, 숙소 벽이 좀 휑해 보이네요~\n그러면… 제가 한 번 제대로 「장식」해 드릴까요?	ผู้ตรวจการ​ ผนัง​ห้องพัก​ของ​คุณ​ดู​โล่ง​จัง​เลย​นะ​~​\nงั้น​ให้​ฉัน​ช่วย​ "​ตกแต่ง​"​ ให้​สักหน่อย​ดี​มั้ย​ล่ะ​?​	调查官，你的宿舍墙面看上去很空呢~\n不如……让我来好好「装饰」一下？	調查官，你的宿舍牆面看上去很空呢~\n不如……讓我來好好「裝飾」一下？	Inspector, your dorm walls are looking a little plain~ Want me to "decorate" them for you?	調査官、部屋の壁には何かが足りないようだね~\n私が飾りつけてあげるわよ~ 	조사관님, 숙소 벽이 좀 휑해 보이네요~\n그러면… 제가 한 번 제대로 「장식」해 드릴까요?	ผู้ตรวจการ​ ผนัง​ห้องพัก​ของ​คุณ​ดู​โล่ง​จัง​เลย​นะ​~​\nงั้น​ให้​ฉัน​ช่วย​ "​ตกแต่ง​"​ ให้​สักหน่อย​ดี​มั้ย​ล่ะ​?​
3658	104	3	104004		3				vo_touch_104004_04	vo_touch_104004_04	2	2	1	1	主界面触摸4	主介面觸摸4	Main Screen Interaction 4	タッチ4	메인 화면 터치4	สัมผัสหน้าหลัก 4	嗯？你是说刚才好像被电了一下？嗯……我的武器电源是关着的呢……\n那么，调查官说的是手上被电了，还是心里触电了呢~	嗯？你是說剛才好像被電了一下？嗯……我的武器電源是關著的呢……\n那麼，調查官說的是手上被電了，還是心裡觸電了呢~	Hm? You felt a little spark just now? Hmm... but my weapon was powered off... So, Inspector, was it your hand that tingled... or your heart?~	さっき感電したようだって? ふーん.....でも、武器の電源が切れてたのよ......\n「感電」したのは一体、手なのか、それとも心臓なのか~	음? 방금 살짝 감전된 것 같다고요? 음… 제 무기 전원은 꺼져 있는데요…\n그럼 조사관님이 말한 건, 손이 찌릿한 건가요, 아니면 마음이 찌릿한 건가요~	หืม​?​ เมื่อกี้​เหมือน​โดน​ไฟ​ช็อต​เหรอ​?​ อืม​...​ แต่​แหล่งพลังงาน​อาวุธ​ฉัน​ก็​ปิด​อยู่​นะ​...​\nงั้น​...​ แล้ว​ที่​โดน​ช็อต​ไป​น่ะ​ ที่​มือ​...​ หรือว่า​หัวใจ​กัน​แน่​นะ​~​	嗯？你是说刚才好像被电了一下？嗯……我的武器电源是关着的呢……\n那么，调查官说的是手上被电了，还是心里触电了呢~	嗯？你是說剛才好像被電了一下？嗯……我的武器電源是關著的呢……\n那麼，調查官說的是手上被電了，還是心裡觸電了呢~	Hm? You felt a little spark just now? Hmm... but my weapon was powered off... So, Inspector, was it your hand that tingled... or your heart?~	さっき感電したようだって? ふーん.....でも、武器の電源が切れてたのよ......\n「感電」したのは一体、手なのか、それとも心臓なのか~	음? 방금 살짝 감전된 것 같다고요? 음… 제 무기 전원은 꺼져 있는데요…\n그럼 조사관님이 말한 건, 손이 찌릿한 건가요, 아니면 마음이 찌릿한 건가요~	หืม​?​ เมื่อกี้​เหมือน​โดน​ไฟ​ช็อต​เหรอ​?​ อืม​...​ แต่​แหล่งพลังงาน​อาวุธ​ฉัน​ก็​ปิด​อยู่​นะ​...​\nงั้น​...​ แล้ว​ที่​โดน​ช็อต​ไป​น่ะ​ ที่​มือ​...​ หรือว่า​หัวใจ​กัน​แน่​นะ​~​
3659	104	3	104004		6				vo_touch_104004_05	vo_touch_104004_05	2	2	1	1	主界面触摸5	主介面觸摸5	Main Screen Interaction 5	タッチ5	메인 화면 터치5	สัมผัสหน้าหลัก 5	嗯？我最喜欢什么颜色？\n调查官今天的衣服是什么样的颜色，我就最喜欢什么哟~	嗯？我最喜歡什麼顏色？\n調查官今天的衣服是什麼樣的顏色，我就最喜歡什麼喲~	Hm? My favorite color? Well, whatever color you're wearing today, that's my favorite~	ん?私の好きな色?\nそう、調査官の服の色、それは私の好きな色よ。	음? 제가 제일 좋아하는 색이요?\n오늘 조사관님이 입은 색이 바로 제가 제일 좋아하는 색이에요~	หืม​?​ ฉัน​ชอบ​สี​อะไร​ที่สุด​งั้น​เหรอ​?​\nวันนี้​ผู้ตรวจการ​ใส่​เสื้อ​สี​อะไร​ ฉัน​ก็​ชอบ​สี​นั้นแหละ​~​	嗯？我最喜欢什么颜色？\n调查官今天的衣服是什么样的颜色，我就最喜欢什么哟~	嗯？我最喜歡什麼顏色？\n調查官今天的衣服是什麼樣的顏色，我就最喜歡什麼喲~	Hm? My favorite color? Well, whatever color you're wearing today, that's my favorite~	ん?私の好きな色?\nそう、調査官の服の色、それは私の好きな色よ。	음? 제가 제일 좋아하는 색이요?\n오늘 조사관님이 입은 색이 바로 제가 제일 좋아하는 색이에요~	หืม​?​ ฉัน​ชอบ​สี​อะไร​ที่สุด​งั้น​เหรอ​?​\nวันนี้​ผู้ตรวจการ​ใส่​เสื้อ​สี​อะไร​ ฉัน​ก็​ชอบ​สี​นั้นแหละ​~​
3660	104	3	104004		0				vo_get_card_104004	vo_get_card_104004	14	2	1	1	获得武装	獲得武裝	Obtain Combatant	武装獲得	뽑기로 전투원 획득	ได้รับตัวละคร	生活就得像涂鸦一样，要更放肆一些～不是么～	生活就得像塗鴉一樣，要更放肆一些～不是麼～	Life should be like graffiti—bolder, freer, a little wilder... wouldn't you say?~	人生はグラフィティのように、もっと自由奔放の方がいいだよね~	인생은 그래피티처럼 좀 더 과감해야 하는 거 아니겠어요~	ชีวิต​มัน​ก็​เหมือน​กราฟ​ฟิตี้​นั่นแหละ​ ต้อง​ไป​ให้​สุด​กว่า​นี้​~​ ใช่​มั้ย​ล่ะ​~​	生活就得像涂鸦一样，要更放肆一些～不是么～	生活就得像塗鴉一樣，要更放肆一些～不是麼～	Life should be like graffiti—bolder, freer, a little wilder... wouldn't you say?~	人生はグラフィティのように、もっと自由奔放の方がいいだよね~	인생은 그래피티처럼 좀 더 과감해야 하는 거 아니겠어요~	ชีวิต​มัน​ก็​เหมือน​กราฟ​ฟิตี้​นั่นแหละ​ ต้อง​ไป​ให้​สุด​กว่า​นี้​~​ ใช่​มั้ย​ล่ะ​~​
3661	104	3	104004		0				vo_touch_card_104004	vo_touch_card_104004	15	2	1	1	养成触摸	養成觸摸	Interaction	養成タッチ	터치 리액션	สัมผัสการพัฒนา	调查官，这些都是我的杰作，还不赖吧～	調查官，這些都是我的傑作，還不賴吧～	Inspector! These are all my masterpieces. Pretty impressive, huh?~	調査官、私が描いたアートを見てごらん、悪くないよね~	조사관님, 이거 전부 제 작품이에요. 꽤 괜찮죠~	ผู้ตรวจการ​ ทั้งหมด​นี่​ผลงาน​ฉัน​เอง​นะ​ ไม่เลว​เลย​ใช่​มั้ย​ล่ะ​~​	调查官，这些都是我的杰作，还不赖吧～	調查官，這些都是我的傑作，還不賴吧～	Inspector! These are all my masterpieces. Pretty impressive, huh?~	調査官、私が描いたアートを見てごらん、悪くないよね~	조사관님, 이거 전부 제 작품이에요. 꽤 괜찮죠~	ผู้ตรวจการ​ ทั้งหมด​นี่​ผลงาน​ฉัน​เอง​นะ​ ไม่เลว​เลย​ใช่​มั้ย​ล่ะ​~​
3662	104	3	104004		0				vo_levelup_104004	vo_levelup_104004	3	2	1	1	升级成功	升級成功	Level Up	レベルアップ	레벨 업	อัปเกรดสำเร็จ	涂鸦要这样才更有个性！	塗鴉要這樣才更有個性！	That's how you make graffiti stand out!	グラフィティのコツは自由だ!	그래피티는 이렇게 해야 개성이 살아난다니까!	กราฟ​ฟิตี้​ก็​ต้อง​แบบ​นี้แหละ​ ถึง​จะ​มี​เอกลักษณ์​!​	涂鸦要这样才更有个性！	塗鴉要這樣才更有個性！	That's how you make graffiti stand out!	グラフィティのコツは自由だ!	그래피티는 이렇게 해야 개성이 살아난다니까!	กราฟ​ฟิตี้​ก็​ต้อง​แบบ​นี้แหละ​ ถึง​จะ​มี​เอกลักษณ์​!​
3663	104	3	104004		0				vo_starup_104004	vo_starup_104004	4	2	1	1	升星成功	升星成功	Star Up	スターアップ	승급	เพิ่มดาวสำเร็จ	哈，这下创作更加称手了。	哈，這下創作更加稱手了。	Ha, now this is really starting to feel right.	もっとうまく描ける気がするわ。	하, 이젠 창작이 더 손에 익었네.	ฮ่า​ ต้อง​แบบนี้​สิ​ วาด​ได้​ถนัด​มือขึ้น​เยอะ​เลย​	哈，这下创作更加称手了。	哈，這下創作更加稱手了。	Ha, now this is really starting to feel right.	もっとうまく描ける気がするわ。	하, 이젠 창작이 더 손에 익었네.	ฮ่า​ ต้อง​แบบนี้​สิ​ วาด​ได้​ถนัด​มือขึ้น​เยอะ​เลย​
3664	104	3	104004		0				vo_battle_start_104004	vo_battle_start_104004	8	2	1	1	战斗开始	戰鬥開始	Battle Begins	戦闘開始	전투 개시	เริ่มการต่อสู้	哟~敢到我的地盘来，胆子不小呢～	喲~敢到我的地盤來，膽子不小呢～	Yo~ Coming onto my turf? You've got guts~	私のテリトリーに来るなんて、いい度胸だな~	어이~ 내 구역에 들어오다니, 배짱 좋네~	โอ๊ะ​~​ กล้า​บุก​เข้ามา​ใน​อาณาเขต​ของ​ฉัน​เลย​เหรอ​ ใจกล้า​ไม่เบา​เลย​นี่​~​	哟~敢到我的地盘来，胆子不小呢～	喲~敢到我的地盤來，膽子不小呢～	Yo~ Coming onto my turf? You've got guts~	私のテリトリーに来るなんて、いい度胸だな~	어이~ 내 구역에 들어오다니, 배짱 좋네~	โอ๊ะ​~​ กล้า​บุก​เข้ามา​ใน​อาณาเขต​ของ​ฉัน​เลย​เหรอ​ ใจกล้า​ไม่เบา​เลย​นี่​~​
3665	104	3	104004		0				vo_battle_win_104004	vo_battle_win_104004	9	2	1	1	战斗胜利	戰鬥勝利	Battle Victory	勝利	전투 승리	ชนะการต่อสู้	这一片可是我的地盘～	這一片可是我的地盤～	I'm the boss here~	ここは私の領域だよ~	여긴 전부 내 구역이야~	แถว​นี้​น่ะ​ เป็นที่​ของ​ฉัน​นะ​ จะ​บอก​ให้​~​	这一片可是我的地盘～	這一片可是我的地盤～	I'm the boss here~	ここは私の領域だよ~	여긴 전부 내 구역이야~	แถว​นี้​น่ะ​ เป็นที่​ของ​ฉัน​นะ​ จะ​บอก​ให้​~​
3666	104	3	104004		0				vo_cuting_104004	vo_cuting_104004	17	2	1	1	大招释放	大招釋放	Release Ultimate	スキル発動	궁극기 시전	ใช้งานอัลติเมท	让我来给你们画一个笑脸～	讓我來給你們畫一個笑臉～	Let me spray a smile on you~	顔にスマイルを描いてがげるね~	내가 너희한테 웃는 얼굴 하나 그려줄게~	เดี๋ยว​ฉัน​จะ​วาด​รอยยิ้ม​ให้​พวก​เธอ​เอง​~​	让我来给你们画一个笑脸～	讓我來給你們畫一個笑臉～	Let me spray a smile on you~	顔にスマイルを描いてがげるね~	내가 너희한테 웃는 얼굴 하나 그려줄게~	เดี๋ยว​ฉัน​จะ​วาด​รอยยิ้ม​ให้​พวก​เธอ​เอง​~​
3667	104	3	104004		0				vo_death_104004	vo_death_104004	11	2	1	1	角色死亡	角色死亡	Character Death	死亡	사망	ตัวละครเสียชีวิต	喷漆……不够了吗……	噴漆……不夠了嗎……	Out of... spray paint...	スプレーが......使い切ったか....	스프레이… 다 떨어진 건가…	สี​สเปรย์​...​ หมด​ซะ​แล้ว​เห​รอ.​..​	喷漆……不够了吗……	噴漆……不夠了嗎……	Out of... spray paint...	スプレーが......使い切ったか....	스프레이… 다 떨어진 건가…	สี​สเปรย์​...​ หมด​ซะ​แล้ว​เห​รอ.​..​
3668	104	3	104004		0				vo_battle_fail_104004	vo_battle_fail_104004	10	2	1	1	战斗失败	戰鬥失敗	Battle Failed	作戦失敗	전투 패배	พ่ายแพ้การต่อสู้	涂鸦，都被盖掉了……	塗鴉，都被蓋掉了……	My graffiti... all covered up...	グラフィティが...塗りつぶされた…	그래피티가… 전부 덮여버렸어…	กราฟ​ฟิตี้​...​ โดน​กลบ​ไป​หมด​เลย​...​	涂鸦，都被盖掉了……	塗鴉，都被蓋掉了……	My graffiti... all covered up...	グラフィティが...塗りつぶされた…	그래피티가… 전부 덮여버렸어…	กราฟ​ฟิตี้​...​ โดน​กลบ​ไป​หมด​เลย​...​
3669	104	3	104004		0				vo_skill3_104004	vo_skill3_104004	20	2	0	1	大招语音	大招語音	Ultimate Voices	スキル時	궁극기 음성	เสียงอัลติเมท	哼？小心短路？\n这不正好嘛！\n嘿！\n直流电机！\n好好享受吧~	哼？小心短路？\n這不正好嘛！\n嘿！\n直流電機！\n好好享受吧~	Hm? Watch out for a short circuit?\nExactly what I want!\nHere—\nDC motor!\nEnjoy the ride~	ふん? 電気ショート?\nちょうどいい!\n へぇ!\nDCモーター!\nじっくり味わいな~	흥? 쇼트 난다고 조심하라고?\n그게 오히려 좋지!\n자!\n직류 모터!\n제대로 즐겨 보라고~	หืม​?​ ระวัง​ไฟ​ลัดวงจร​เหรอ​?​\nแบบ​นั้น​ยิ่ง​ดี​เลย​สิ​!​\nเฮ่​!​\nมอเตอร์​กระแสตรง​!​\nสนุก​ให้​เต็มที่​ไป​เลย​~​	哼？小心短路？\n这不正好嘛！\n嘿！\n直流电机！\n好好享受吧~	哼？小心短路？\n這不正好嘛！\n嘿！\n直流電機！\n好好享受吧~	Hm? Watch out for a short circuit?\nExactly what I want!\nHere—\nDC motor!\nEnjoy the ride~	ふん? 電気ショート?\nちょうどいい!\n へぇ!\nDCモーター!\nじっくり味わいな~	흥? 쇼트 난다고 조심하라고?\n그게 오히려 좋지!\n자!\n직류 모터!\n제대로 즐겨 보라고~	หืม​?​ ระวัง​ไฟ​ลัดวงจร​เหรอ​?​\nแบบ​นั้น​ยิ่ง​ดี​เลย​สิ​!​\nเฮ่​!​\nมอเตอร์​กระแสตรง​!​\nสนุก​ให้​เต็มที่​ไป​เลย​~​
3670	104	3	104004		0				vo_skill1_104004	vo_skill1_104004	21	2	0	1	A技能释放	A技能釋放	Casting Skill A	Aスキル	스킬A 음성	เสียงพากย์สกิล A	哼！\n给你醒醒脑！	哼！\n給你醒醒腦！	Hmph!\nWake up!	フッ!\n目を覚ましなさい!	흥!\n정신 좀 차려!	หึ!\nตาสว่างซะสิ!	哼！\n给你醒醒脑！	哼！\n給你醒醒腦！	Hmph!\nWake up!	フッ!\n目を覚ましなさい!	흥!\n정신 좀 차려!	หึ!\nตาสว่างซะสิ!
3671	104	3	104004		0				vo_skill2_104004	vo_skill2_104004	22	2	0	1	B技能释放	B技能釋放	Casting Skill B	Bスキル	스킬B 음성	เสียงพากย์สกิล B	嘿！\n看这边！	嘿！\n看這邊！	Hey!\nOver here!	ハッ!\nこっちだよ!	헤이!\n여기 봐!	เฮ่!\nมองทางนี้!	嘿！\n看这边！	嘿！\n看這邊！	Hey!\nOver here!	ハッ!\nこっちだよ!	헤이!\n여기 봐!	เฮ่!\nมองทางนี้!
3672	104	3	104004		0				vo_idle_104004	vo_idle_104004	23	2	0	1	待机	待機	Idle Voices	待機	대기 음성	เสียงท่ารอคำสั่ง	新的涂鸦罐到了呢，调查官，让我来试试称不称手吧~	新的塗鴉罐到了呢，調查官，讓我來試試稱不稱手吧~	Got a new spray can, Inspector. Let's see if it feels right~	新しいスプレー缶が届いたわ、調査官、一緒に試してみよう~	새 스프레이가 도착했네~ 조사관님, 한 번 손에 잘 맞는지 시험해 볼게요~	กระป๋อง​กราฟ​ฟิตี้​อัน​ใหม่​มาถึง​แล้ว​นะ​ ผู้ตรวจการ​ ขอ​ฉัน​ลองดู​หน่อย​นะ​ว่า​เข้า​มือ​มั้ย​~​	新的涂鸦罐到了呢，调查官，让我来试试称不称手吧~	新的塗鴉罐到了呢，調查官，讓我來試試稱不稱手吧~	Got a new spray can, Inspector. Let's see if it feels right~	新しいスプレー缶が届いたわ、調査官、一緒に試してみよう~	새 스프레이가 도착했네~ 조사관님, 한 번 손에 잘 맞는지 시험해 볼게요~	กระป๋อง​กราฟ​ฟิตี้​อัน​ใหม่​มาถึง​แล้ว​นะ​ ผู้ตรวจการ​ ขอ​ฉัน​ลองดู​หน่อย​นะ​ว่า​เข้า​มือ​มั้ย​~​
3673	104	3	104004		0				vo_attack_hit_104_01	vo_attack_hit_104_01	24	2	0	1	轻受击1	輕受擊1	Lightly Hit Voices 1	軽傷1	가벼운 피격 음성1	โดนโจมตีเบา 1	哼。	哼。	Hmph.	フンッ。	흥.	หึ	哼。	哼。	Hmph.	フンッ。	흥.	หึ
3674	104	3	104004		0				vo_attack_hit_104_02	vo_attack_hit_104_02	24	2	0	1	轻受击2	輕受擊2	Lightly Hit Voices 2	軽傷2	가벼운 피격 음성2	โดนโจมตีเบา 2	哎呀~	哎呀~	Ow~	あら~	아야~	โอ๊ะ~	哎呀~	哎呀~	Ow~	あら~	아야~	โอ๊ะ~
3675	104	3	104004		0				vo_heavy_hit_104_01	vo_heavy_hit_104_01	25	2	0	1	重受击1	重受擊1	Heavily Hit Voices 1	重傷1	강한 피격 음성1	โดนโจมตีหนัก 1	咳……呵呵	咳……呵呵	Cough... Heh.	コホッ......ふっ。	크흠… 후후	แค่ก... แค่กแค่ก	咳……呵呵	咳……呵呵	Cough... Heh.	コホッ......ふっ。	크흠… 후후	แค่ก... แค่กแค่ก
3676	104	3	104004		0				vo_heavy_hit_104_02	vo_heavy_hit_104_02	25	2	0	1	重受击2	重受擊2	Heavily Hit Voices 2	重傷2	강한 피격 음성2	โดนโจมตีหนัก 2	啊，哈。	啊，哈。	Ah... hah.	あっ、ハッ。	아, 하.	อ๊ะ ฮะ	啊，哈。	啊，哈。	Ah... hah.	あっ、ハッ。	아, 하.	อ๊ะ ฮะ
3677	170	3	170008		0				vo_hello_170008_01	vo_hello_170008_01	1	2	1	1	打招呼1	打招呼1	Greeting 1	挨拶1	인사1	ทักทาย 1	你回来了。咦？别离那么远。过来，再靠我近一点。	你回來了。咦？別離那麼遠。過來，再靠我近一點。	You're back. Hey, why are you standing so far away? Come here. A little closer.	お帰りなさい…...あら？そんなに離れないでください。\nもう少し……私の近くに。	돌아왔네. 응? 그렇게 멀리 있지 마. 이리 와, 좀 더 가까이 와.	คุณ​กลับมา​แล้ว​สิ​นะ​…​ เอ๊ะ​?​ อย่า​ยืน​ห่าง​กัน​ขนาด​นั้น​สิ​ มา​นี่​...​ เข้ามา​ใกล้​ๆ​ ฉัน​อีกหน่อย​	你回来了。咦？别离那么远。过来，再靠我近一点。	你回來了。咦？別離那麼遠。過來，再靠我近一點。	You're back. Hey, why are you standing so far away? Come here. A little closer.	お帰りなさい…...あら？そんなに離れないでください。\nもう少し……私の近くに。	돌아왔네. 응? 그렇게 멀리 있지 마. 이리 와, 좀 더 가까이 와.	คุณ​กลับมา​แล้ว​สิ​นะ​…​ เอ๊ะ​?​ อย่า​ยืน​ห่าง​กัน​ขนาด​นั้น​สิ​ มา​นี่​...​ เข้ามา​ใกล้​ๆ​ ฉัน​อีกหน่อย​
3678	170	3	170008		0				vo_hello_170008_02	vo_hello_170008_02	1	2	1	1	打招呼2	打招呼2	Greeting 2	挨拶2	인사2	ทักทาย 2	今晚要陪我吗？推掉所有无聊的活动，只留在我身边，让我看着你入眠…好么？	今晚要陪我嗎？推掉所有無聊的活動，只留在我身邊，讓我看著你入眠…好麼？	Are you staying the night? Forget all those boring plans and just stay here with me... Let me watch you drift off, hmm?	今夜は私と一緒にいてくれますか？\nくだらない予定なんて全部すっぽかして、私のそばにいてください。\nあなたが眠るまで……ずっと、ね？	오늘 밤, 나랑 있어 줄래? 쓸데없는 건 다 치워버리고, 내 곁에만 있어줘. 내가 널 바라보며 잠들게 해줘… 어때?	คืนนี้​จะ​อยู่​กับ​ฉัน​มั้ย​?​ บอกปัด​นัด​ที่​น่าเบื่อ​พวก​นั้น​ให้​หมด​ แล้ว​มา​อยู่​ข้างๆ​ ฉัน​...​ ให้​ฉัน​ได้​มอง​คุณ​ค่อยๆ​ ผล​อย​หลับ​ไป​...​ ดี​มั้ย​นะ​?​	今晚要陪我吗？推掉所有无聊的活动，只留在我身边，让我看着你入眠…好么？	今晚要陪我嗎？推掉所有無聊的活動，只留在我身邊，讓我看著你入眠…好麼？	Are you staying the night? Forget all those boring plans and just stay here with me... Let me watch you drift off, hmm?	今夜は私と一緒にいてくれますか？\nくだらない予定なんて全部すっぽかして、私のそばにいてください。\nあなたが眠るまで……ずっと、ね？	오늘 밤, 나랑 있어 줄래? 쓸데없는 건 다 치워버리고, 내 곁에만 있어줘. 내가 널 바라보며 잠들게 해줘… 어때?	คืนนี้​จะ​อยู่​กับ​ฉัน​มั้ย​?​ บอกปัด​นัด​ที่​น่าเบื่อ​พวก​นั้น​ให้​หมด​ แล้ว​มา​อยู่​ข้างๆ​ ฉัน​...​ ให้​ฉัน​ได้​มอง​คุณ​ค่อยๆ​ ผล​อย​หลับ​ไป​...​ ดี​มั้ย​นะ​?​
