id	activityId	placeId	unlockRepaintingQuestId	type	pic	unlockLevel	exp	cardExp	battleRules	proposalLevel	costItem	costNum	costNumLose	sceneId	rounds	petLineup	roleNun	repeatButton	powerRatioTeamID	status	levelName	levelName_zh_TW	levelName_en_UK	levelName_ja_JP	levelName_ko_KR	levelName_th_TH	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
1133913	3	301		1	208:activity_oldnews_chapter_configuration_2	1133912			1	15000					99	0	4	0	0	1	1-3	1-3	1-3	1-3	1-3	1-3	培训计划	培訓計畫	Training Program	トレーニングプラン	교육 계획	แผนฝึกอบรม	清晨，小白严格培训阿芙萝，弗莉调侃小白反吃瘪，调查官则在旁偷听到了全过程。这场精准的饮食指导，是巧合还是精心设计？	清晨，小白嚴格培訓阿芙蘿，弗莉調侃小白反吃癟，調查官則在旁偷聽到了全過程。這場精准的飲食指導，是巧合還是精心設計？	Shiro puts Aphros through a harsh morning training. Frey jokes but is quickly silenced. The Inspector overhears. Coincidence... or calculated instruction?	朝もやの中、シロはアフロスに厳格な訓練を施していた。フリーがからかうと逆に返り討ちに遭い、一方で調査官は全てをこっそり聞き逃さなかった。この精密な飲食指導は、果たして偶然なのか、それとも仕組まれたものなのか？	이른 아침, 화이트는 엄격하게 아프로를 훈련시키고, 프리는 화이트를 놀리다 역공을 당한다. 조사관은 옆에서 그 전 과정을 몰래 엿듣는다. 이 정확한 식이 지도는 우연일까, 아니면 치밀한 계획일까?	เช้า​วันหนึ่ง​ ชิ​โระ​ฝึกอบรม​อา​ฟรอส​อย่าง​เข้มงวด​ ขณะเดียวกัน​ เฟร​ยา​ก็​แซว​ชิ​โระ​ที่​โดน​สวน​กลับ​ ส่วน​ผู้ตรวจการ​ก็​แอบ​ฟัง​เหตุการณ์​ทั้งหมด​อยู่​ด้าน​ข้าง​ การ​แนะนำ​เรื่อง​อาหาร​อย่าง​ละเอียด​นี้​...​ เป็น​แค่​เรื่อง​บังเอิญ​หรือ​ถูก​วางแผน​มา​อย่าง​ตั้งใจ​กัน​แน่​นะ​?​
1133914	3	301		2	208:activity_oldnews_chapter_configuration_1	1133913			1	15000	9000092	10		10601	99	0	4	0	0	1	1-4	1-4	1-4	1-4	1-4	1-4	旧日回忆	舊日回憶	Pages From the Past	思い出	과거의 추억	รำลึกถึงวันวาน	调查官发现非天的旧报纸，意外触发纯白者能力，看到非天童年的片段。醒来后与小白讨论能力进阶，团队决定利用报纸探索更多信息。	調查官發現非天的舊報紙，意外觸發純白者能力，看到非天童年的片段。醒來後與小白討論能力進階，團隊決定利用報紙探索更多資訊。	An old news clip triggers the Inspector's Lightveil ability, revealing Asura's past. Upon waking, the team resolves to gather more paper to uncover deeper secrets.	調査官はアスラの古い新聞を発見し、純白者の能力が偶発的に発動。アスラの童年の断片を目撃する。目覚後、シロと能力の進化について議論したチームは、新聞を手がかりにもっと多くの情報を探ることを決める。	조사관은 아수라의 옛 신문을 발견하고, 퓨어화이트의 능력을 우연히 발동하여 아수라의 어린 시절을 보게 된다. 깨어난 후 화이트와 능력 상승에 대해 논의하고, 팀은 신문을 이용해 더 많은 정보를 탐색하기로 결정한다.	ผู้ตรวจการ​พบ​หนังสือพิมพ์​ฉบับ​เก่า​ของ​อา​สึ​ระ​โดยบังเอิญ​ ซึ่ง​กระตุ้น​พลัง​ของ​ผู้​ปลอด​พา​โธ​ซิ​ส​ให้​ทำงาน​โดย​ไม่​ได้​ตั้งใจ​ ทำ​ให้ได้​เห็น​วัยเด็ก​ของ​อา​สึ​ระ​ไป​ชั่วขณะหนึ่ง​ หลัง​ตื่นขึ้น​จึง​ได้​พูดคุย​กับ​ชิ​โระ​เรื่อง​การพัฒนา​พลัง​นี้​ ทีม​จึง​ตัดสินใจ​ใช้​หนังสือพิมพ์​เพื่อ​สำรวจ​ข้อมูล​เพิ่มเติม​
1133915	3	301		1	208:activity_oldnews_chapter_configuration_2	1133914			1	20000					99	0	4	0	0	1	1-5	1-5	1-5	1-5	1-5	1-5	共同的过去	共同的過去	A Shared Past	共通の過去	함께한 과거	อดีตร่วมกัน	团队分享与高塔相关的记忆，牵出许多往事，幸存者的暗示若隐若现，小白的鼓励更是暗藏深意。众人的命运似乎从很早以前就交织在了一起……	團隊分享與高塔相關的記憶，牽出許多往事，倖存者的暗示若隱若現，小白的鼓勵更是暗藏深意。眾人的命運似乎從很早以前就交織在了一起……	As the team reminisces about the Tower, fragments of their past emerge. Shiro's cryptic encouragement hints at deeper connections—they've been intertwined for ages.	ベイカーキャットチームは高塔に関連する記憶を共有し、多くの過去の出来事が語られる。生存者たちの暗示がほのめかされ、シロの励ましには更に深い意味が込められていた。どうやら彼らの運命は、ずっと以前からすでに絡み合っていたらしい…	팀은 하이타워와 관련된 기억을 공유하며, 많은 과거 사건들이 드러난다. 생존자의 암시는 희미하게 비치고, 화이트의 격려는 깊은 뜻을 숨기고 있다. 모두의 운명은 아주 오래전부터 얽혀 있었던 듯하다…	ทีม​ร่วม​แบ่งปัน​ความทรงจำ​เกี่ยวกับ​ไฮ​ทาวเวอร์​ให้​กันและกัน​ เผย​ให้​เห็น​เรื่องราว​ใน​อดีต​มากมาย​ ส่วน​ร่องรอย​ของ​ผู้รอดชีวิต​ก็​ไม่​ชัด​ และ​การ​สนับสนุน​ของ​ชิ​โระ​ก็​ดู​แฝง​ไป​ด้วย​นัยสำคัญ​บางอย่าง​ ชะตากรรม​ของ​ทุกคน​เหมือน​ถูก​สาน​ให้​เกี่ยวโยง​กัน​มา​ตั้งแต่​เมื่อก่อน​แล้ว​
1133921	3	302		1	208:activity_oldnews_chapter_configuration_2	1133915			1	25000					99	0	4	0	0	1	2-1	2-1	2-1	2-1	2-1	2-1	有你的未来	有你的未來	Tomorrow, Together	君がいる未来	너와 함께하는 미래	อนาคตที่มีเธออยู่	非天与调查官在天台谈心，非天彻底放下过去，下定决心与调查官一起面对未来。小白的态度让调查官心生不安，却找不到原因。	非天與調查官在天台談心，非天徹底放下過去，下定決心與調查官一起面對未來。小白的態度讓調查官心生不安，卻找不到原因。	Asura confides in the Inspector on the rooftop, ready to move forward. Yet, Shiro's strange behavior stirs silent concern in the Inspector's heart.	アスラと調査官は屋上で心を開いて語り合う。アスラは過去を完全に捨て去り、調査官と共に未来へ立ち向かうことを決意する。しかし、シロの態度に調査官は不安を覚える。	아수라와 조사관은 옥상에서 진심을 나누고, 아수라는 과거를 완전히 내려놓고, 조사관과 함께 미래를 마주하기로 결심한다. 하지만 화이트의 태도는 조사관을 불안하게 만들지만, 이유를 찾을 수 없다.	อา​สึ​ระ​และ​ผู้ตรวจการ​นั่ง​พูดคุย​บน​ดาดฟ้า​ เธอ​ปล่อยวาง​อดีต​ของ​ตัวเอง​อย่าง​สิ้นเชิง​ และ​ตั้งใจ​แน่วแน่​ที่จะ​เผชิญหน้า​กับ​วันข้างหน้า​ร่วมกับ​ผู้ตรวจการ​ แต่​ท่าที​ของ​ชิ​โระ​ทำให้​ผู้ตรวจการ​รู้สึก​ไม่​สบายใจ​นัก​ แต่​ก็​ไม่​อาจ​หา​สาเหตุ​ของ​ความแคลงใจ​นั้น​ได้​
1133922	3	302		2	208:activity_oldnews_chapter_configuration_1	1133921			1	30000	9000092	10		12601	99	0	4	0	0	1	2-2	2-2	2-2	2-2	2-2	2-2	锚点回溯	錨點回溯	Glimpse Through Time	アンカーバックトラッキング	앵커 회귀	ย้อนทวนจุดยืดเหนี่ยว	纯白者能力进阶，情绪粒子却显露出敌意。击败情绪粒子之后，调查官似乎回到了多年前的利兹丹姆，看到了意想不到的人……	純白者能力進階，情緒粒子卻顯露出敵意。擊敗情緒粒子之後，調查官似乎回到了多年前的里茲丹姆，看到了意想不到的人……	As Lightveil evolves, Pathos Particles attack. Victorious, the Inspector is pulled into a memory of Leidsdam from years ago and encounters a shocking figure.	純白者の能力は進化したが、エモーション粒子は敵意を露わにした。それを撃破した後、調査官は数年前のリーズダムに戻ったかのような感覚に襲われ、思いがけない人物の姿を目にする…	퓨어화이트의 능력이 상승하자, 이모션 파티클이 적의를 드러낸다. 이모션 파티클을 물리친 후, 조사관은 수년 전의 리즈덤으로 돌아간 듯한 착각에 빠지고, 뜻밖의 인물을 보게 된다…	พลัง​ของ​ผู้​ปลอด​พา​โธ​ซิ​ส​ก้าวหน้า​ไป​อีก​ขั้น​ แต่​อนุภาค​พา​โธส​กลับ​แสดงท่าที​เป็น​ศัตรู​ หลังจาก​ปราบ​อนุภาค​พา​โธส​สำเร็จ​ ผู้ตรวจการ​ดูเหมือน​จะ​ย้อนกลับ​ไป​ยัง​ ลิ​ซแดนม์​ เมื่อ​หลาย​ปีก่อน​ และ​ได้​พบ​กับ​บุคคล​ที่​ไม่​คาดคิด​...​
1133923	3	302		2	208:activity_oldnews_chapter_configuration_1	1133922			1	40000	9000092	10		12901	99	0	4	0	0	1	2-3	2-3	2-3	2-3	2-3	2-3	皇家科学院	皇家科學院	Royal Academy	王立科学院	왕립 과학원	สำนักวิทยาศาสตร์หลวง	调查官揭穿情绪粒子的伪装，进入一段新的记忆，回到傀化灾变中的利兹丹姆，亲眼见证傀化的大地，却也因此差点在其中迷失自我……	調查官揭穿情緒粒子的偽裝，進入一段新的記憶，回到傀化災變中的里茲丹姆，親眼見證傀化的大地，卻也因此差點在其中迷失自我……	The Inspector pierces the Pathos Particles' illusion and enters a memory of Leidsdam during the Cataclysm. They witness the Afflicted land and struggle not to drown in the past.	調査官はエモーション粒子の偽装を見破り、新たな記憶の断片へ侵入する。傀化の災禍に呑まれたリーズダムへと遡り、傀化された大地を眼前にするが、自身もまたその記憶の中で自我を見失いかけていた…	조사관은 이모션 파티클의 위장을 간파하고, 새로운 기억 속으로 들어가 퍼펫화 재해 중의 리즈덤을 직접 목격하게 된다. 하지만 그 속에서 자신을 잃을 뻔하게 된다…	ผู้ตรวจการ​เปิดโปง​ความจริง​ของ​อนุภาค​พา​โธส​ และ​ก้าว​เข้าสู่​ความทรงจำ​ครั้ง​ใหม่​ ย้อนกลับ​ไป​ยัง​เมือง​ลิ​ซแดนม์​ใน​หายนะ​สภาวะ​หุ่นเชิด​ ได้​เห็น​แผ่นดิน​ที่​ถูก​กลืน​กิน​ด้วย​สภาวะ​หุ่นเชิด​กับ​ตา​ แต่​ก็​เกือบ​สูญเสีย​ตัวตน​ไป​ท่ามกลาง​เหตุการณ์​นั้น​...​
1133924	3	302		1	208:activity_oldnews_chapter_configuration_2	1133923			1	40000					99	0	4	0	0	1	2-4	2-4	2-4	2-4	2-4	2-4	新海旧事	新海舊事	Tales of Catto City	新海の過去	뉴오션의 옛 이야기	เรื่องเก่าเล่าใหม่	娜卡与卡尔森收到凯瑟琳公主求助，皇室授权与承诺看似曙光初现，却暗藏皇城危机与荣光之戒隐忧。然而，变故突发，利兹丹姆的命运，似乎已无力回天？	娜卡與卡爾森收到凱薩琳公主求助，皇室授權與承諾看似曙光初現，卻暗藏皇城危機與榮光之戒隱憂。然而，變故突發，里茲丹姆的命運，似乎已無力回天？	Princess Catherine seeks help from Naka and Carlson, offering royal support. However, hidden threats loom, including the Ring of Glory. Can Leidsdam avoid disaster?	ナカとカールソンはキャサリン王女からの救援要請を受ける。王室の正式な授権と承諾は一筋の光明に見えたが、そこには皇城の危機と栄光の指輪にまつわる危惧が潜んでいた。しかし、突然の変劇が起こり、リーズダムの命運はもはや挽回不能に見えたのか？	나카와 칼슨은 캐서린 공주의 도움 요청을 받고, 왕실의 허가와 약속은 희망처럼 보이지만, 황성의 위기와 글로리 링의 불안이 도사리고 있다. 하지만 돌발 사태가 발생하며, 리즈덤의 운명은 이미 되돌릴 수 없어 보인다?	นา​กะ​และ​คาร์​ล​สัน​ได้​รับคำ​ขอความช่วยเหลือ​จาก​เจ้าหญิง​แคทเธอรีน​ พระราชวัง​ได้​มอบอำนาจ​และ​คำมั่นสัญญา​ที่​ราวกับ​แสง​แรก​แห่ง​รุ่งอรุณ​ที่​กำลังจะ​ปรากฏ​ แต่กลับ​แฝง​ไป​ด้วย​วิกฤต​แห่ง​ราช​นคร​ และ​เงามืด​ที่​ปกคลุม​อยู่​เหนือ​ "​แหวน​แห่ง​เกียรติยศ​"​ ทว่า​ความเปลี่ยนแปลง​ก็​เกิดขึ้น​อย่าง​กะทันหัน​ ทำให้​ชะตากรรม​ของ​ลิ​ซแดนม์​ ดู​ไร้​ซึ่ง​หนทาง​ ไม่​สามารถ​กอบกู้​ได้​อีกต่อไป​...​
1133925	3	302		1	208:activity_oldnews_chapter_configuration_2	1133924			1	40000					99	0	4	0	0	1	2-5	2-5	2-5	2-5	2-5	2-5	爱与欲望的终结	愛與欲望的終結	Between Love and Fate	愛と欲望の終焉	사랑과 욕망의 종말	จุดจบของความรักและความปรารถนา	新海市建立，光幕即将把利兹丹姆与新海市彻底分割。亚伦王子秘密来访，一切似乎有了新的转机。这一次，娜卡的等待是否又将落空……	新海市建立，光幕即將把里茲丹姆與新海市徹底分割。亞倫王子秘密來訪，一切似乎有了新的轉機。這一次，娜卡的等待是否又將落空……	As Catto City takes shape, the Curtain will separate it from Leidsdam. Prince Aaron's secret visit brings hope, but will Naka's long wait end in disappointment?	新海市が建設され、光幕がリーズダムと新海市とを完全に分断せんとしていた。そんな中、アーロン王子が極秘裏に来訪し、全てに新たな転機が訪れたように思われた。今回は果たして、ナカの待つ願いが実るのか…？	뉴오션 시티가 세워지고, 빛의 장막이 리즈덤과 뉴오션 시티를 완전히 갈라놓으려 한다. 아론 왕자의 비밀 방문, 모든 것이 전환점처럼 보인다. 이번에도 나카의 기다림은 헛된 것이 될까…	แค​ทโตะ​ซิตี้​ถูก​ก่อ​ตั้งขึ้น​ ม่าน​แสง​กำลังจะ​ตัดขาด​ลิ​ซแดนม์​ออกจาก​แค​ทโตะ​ซิตี้​อย่าง​สิ้นเชิง​ เจ้าชาย​แอรอน​มา​เยือน​อย่าง​ลับ​ๆ​ ทุกสิ่ง​ดูเหมือน​จะ​มี​ทางออก​แล้ว​ ใน​ครั้งนี้​ การรอคอย​ของ​นา​กะ​จะ​สูญเปล่า​อีก​หรือไม่​...​
1133931	3	303		2	208:activity_oldnews_chapter_configuration_1	1133925			1	50000	9000092	10		13801	99	0	4	0	0	1	3-1	3-1	3-1	3-1	3-1	3-1	秘密谈话	秘密談話	Secret Conversation	秘密の話	비밀 대화	การสนทนาลับ	调查官醒来，与弗莉分析情绪粒子的真相和小白的意图。最后一份报纸指向新海电力的秘密。看似合作的背后，是信任还是一场精心设计的局？	調查官醒來，與弗莉分析情緒粒子的真相和小白的意圖。最後一份報紙指向新海電力的秘密。看似合作的背後，是信任還是一場精心設計的局？	The Inspector and Frey analyze Shiro's plans and the hostile Pathos Particles. A clue leads them to Catto Electric Power. Is this a path to trust or deception?	調査官が目を覚まし、フリーと共にエモーション粒子の真実とシロの意図を分析する。最後の新聞は新海電力の秘密を指し示していた。見せかけの協力関係の裏に潜むのは、信頼か、それとも精巧に仕組まれた罠か？	조사관은 깨어나, 프리와 함께 이모션 파티클의 진실과 화이트의 의도를 분석한다. 마지막 신문은 뉴오션 전력의 비밀을 가리키고 있다. 협력처럼 보이는 이 관계 뒤에는 신뢰가 있을까, 아니면 정교하게 설계된 함정일까?	เมื่อ​ผู้ตรวจการ​ตื่นขึ้น​มา​ ร่วม​วิเคราะห์​ความจริง​กับ​เฟร​ยา​เกี่ยวกับ​อนุภาค​พา​โธส​และ​เจตนา​ของ​ชิ​โระ​\nบน​กระดาษ​พิมพ์​ฉบับ​สุดท้าย​ชี้​ไป​ยัง​ความลับ​ของ​ แค​ทโตะ​การไฟฟ้า​ เบื้องหลัง​ความร่วมมือ​ที่​ดูเหมือน​จะ​ราบรื่น​นี้​...​ เกิด​จาก​ความไว้วางใจ​หรือ​แผนการ​ที่​ถู​กวาง​ไว้​ล่วงหน้า​กัน​แน่​?​
1133932	3	303		1	208:activity_oldnews_chapter_configuration_2	1133931			1	60000					99	0	4	0	0	1	3-2	3-2	3-2	3-2	3-2	3-2	星光下的约定	星光下的約定	Promise Under the Stars	星明かりの約束	별빛 아래의 약속	คำสัญญาใต้แสงดาว	特莉丝因过度使用安抚之力住院，调查官陪伴并表达担忧。特莉丝坚定留下，两人约定不再推开彼此。	特莉絲因過度使用安撫之力住院，調查官陪伴並表達擔憂。特莉絲堅定留下，兩人約定不再推開彼此。	After overusing her Soothing Power, Triss is hospitalized. The Inspector stays by her side, worried. They vow never to push each other away again.	トリスは力を使い過ぎて入院し、調査官は付き添いながら懸念を伝える。トリスは残留を強く望み、二人は互いを遠ざけないことを約束する。	트리스는 위로의 힘을 지나치게 사용해 입원하고, 조사관은 그녀 곁을 지키며 걱정을 표현한다. 트리스는 굳은 결심으로 남겠다고 말하고, 두 사람은 서로를 밀어내지 않기로 약속한다.	ท​ริ​ส​ต้อง​เข้า​รักษาตัว​ใน​โรงพยาบาล​เนื่องจาก​ใช้​พลัง​ปลอบประโลม​มากเกินไป​ ผู้ตรวจ​การคอย​อยู่​เคียงข้าง​และ​แสดง​ความเป็นห่วง​ ท​ริ​ส​ยืนยัน​ที่จะ​อยู่​ต่อ​ ทั้งสอง​สัญญา​ว่า​จะ​ไม่​แยก​จากกัน​อีก​
1133933	3	303		1	208:activity_oldnews_chapter_configuration_2	1133932			1	60000					99	0	4	0	0	1	3-3	3-3	3-3	3-3	3-3	3-3	往事与烈酒	往事與烈酒	Memories and Strong Drink	過去と強い酒	옛 이야기와 독한 술	เรื่องเก่าเหล้าเข้ม	南弥生酒后吐露惊人真相，透露高塔试验志愿者的真相，调查官的过去将明未明，南弥生承诺未来告知更多。	南彌生酒後吐露驚人真相，透露高塔試驗志願者的真相，調查官的過去將明未明，南彌生承諾未來告知更多。	Minami drinks and reveals a shocking truth about Tower volunteers. The Inspector's past begins to surface—Minami promises more answers soon.	南弥生は衝撃の真実を漏らし、高塔実験ボランティアの実態を明かす。調査官の過去が明らかになろうとする中、南弥生はさらなる真実を後日語ると約束する。	미나미는 술김에 놀라운 진실을 털어놓고, 하이타워 실험 지원자의 진상을 밝힌다. 조사관의 과거는 여전히 불분명하고, 미나미는 미래에 더 많은 것을 알려주겠다고 약속한다.	หลังจากที่​มิ​นา​มิ​ดื่มเหล้า​เข้าไป​ เธอ​ก็ได้​เปิดเผย​ความจริง​สุด​ช็อก​ เธอ​พูดถึง​เบื้องลึก​ของ​อาสาสมัคร​ที่​เข้า​ทด​ลองใน​ไฮ​ทาวเวอร์​ อดีต​ของ​ผู้ตรวจการ​กำลัง​รอ​การ​เปิดเผย​ และ​มิ​นา​มิ​ก็​สัญญา​ว่า​จะ​บอกเล่า​ให้​มากกว่า​นี้​ในอนาคต​
1133941	3	304		2	208:activity_oldnews_chapter_configuration_1	1133933			1	70000	9000092	10		20301	99	0	4	0	0	1	4-1	4-1	4-1	4-1	4-1	4-1	唤醒沉睡之人	喚醒沉睡之人	To Rouse the Silent	眠り続ける者を覚醒させ	잠든 이를 깨우다	ปลุกผู้ที่หลับใหลให้ตื่นขึ้น	小白突然失去生机，调查官发现一切指向E-System的攻击。南弥生揭示娜卡与小白的联系，调查官不愿牺牲小白，决定唤醒娜卡。	小白突然失去生機，調查官發現一切指向E-System的攻擊。南彌生揭示娜卡與小白的聯繫，調查官不願犧牲小白，決定喚醒娜卡。	Shiro collapses unexpectedly, and the E-System is to blame. Minami reveals Shiro's bond with Naka. The Inspector refuses to sacrifice Shiro and decides to wake Naka.	シロが突然活動を停止し、調査官は全てがE-システムの攻撃によるものと確信する。南弥生はナカとシロの関係を明かし、調査官はシロを犠牲にすることを拒否し、ナカを覚醒させることを決意する。	화이트가 갑자기 생기를 잃고, 조사관은 모든 단서가 E-System의 공격을 가리킨다는 것을 발견한다. 미나미는 나카와 화이트의 관계를 밝히고, 조사관은 화이트를 희생시키지 않기 위해 나카를 깨우기로 결심한다.	จู่ๆ​ ชิ​โระ​ก็​สูญเสีย​ชีวิตชีวา​ไป​ ผู้ตรวจการ​พบ​ว่า​หลักฐาน​ทั้งหมด​ชี้​ไป​ยัง​การ​โจมตี​ของ​ E-System​\nและ​มิ​นา​มิ​ก็​เผย​ความสัมพันธ์​ระหว่าง​นา​กะ​กับ​ชิ​โระ​ให้​ฟัง​ ผู้ตรวจการ​ไม่​ยอม​เสีย​สละ​ชีวิต​ของ​ชิ​โระ​ จึง​ตัดสินใจ​ปลุก​นา​กะ​ให้​ตื่นขึ้น​
1133942	3	304		1	208:activity_oldnews_chapter_configuration_2	1133941			1	70000					99	0	4	0	0	1	4-2	4-2	4-2	4-2	4-2	4-2	最初与最后	最初與最後	The Final Sacrifice	最初と最後	처음과 마지막	จุดเริ่มต้นและจุดจบ	娜卡与小白对峙，小白同意融合以获取权限对抗E-System。小白向昏迷的调查官告别，这场以牺牲为代价的对抗，能否改写命运？	娜卡與小白對峙，小白同意融合以獲取許可權對抗E-System。小白向昏迷的調查官告別，這場以犧牲為代價的對抗，能否改寫命運？	Naka and Shiro confront each other. To defeat the E-System, Shiro agrees to fusion. She bids farewell to the Inspector. Will this ultimate sacrifice change the tide?	ナカとシロが対峙し、シロはE-システムに対抗するための権限獲得を条件に融合に同意する。シロは昏睡状態の調査官に別れを告げる。この犠牲を代償とする戦いが、運命を書き換えることはできるのか？\n	나카와 화이트는 대치하고, 화이트는 E-System에 맞서기 위해 권한을 얻기 위한 융합을 동의한다. 화이트는 혼수 상태의 조사관에게 작별을 고하고, 이 희생을 담보로 한 대결이 운명을 바꿀 수 있을까?	นา​กะ​เผชิญหน้า​กับ​ชิ​โระ​ สุดท้าย​ชิ​โระ​ยอม​ผสาน​ร่าง​เพื่อ​แลก​กับ​สิทธิ์​ใน​การต่อสู้​กับ​ E-System​ ชิ​โระ​บอกลา​ผู้ตรวจการ​ที่​กำลัง​หมดสติ​อยู่​ การต่อสู้​ที่​ต้อง​แลก​ด้วย​การ​เสียสละ​นี้​...​ จะ​สามารถ​พลิก​ชะตากรรม​ได้​หรือไม่​?​
