id	type	showType	quality	openType	openParameter	photoId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
8700211	49	491	5	0	0	6:goods_icon_8700211	1	幸运头环-樱紫	幸運頭環-櫻紫	Lucky Circlet - Lavender	強運の輪-ピンク	행운의 고리 왕관-연보라색	ที่คาดผมโชคลาภ-ม่วงซากุระ	樱紫色的幸运头环，传说佩戴它的人会交好运。	櫻紫色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of lavender, whispered to bestow fortune upon its bearer.	ピンク色の輪っか。頭につけていると良い事が起こるという。	연보라색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่คาดผม​โชคลาภ​สีม่วง​ซากุระ​ ตาม​ตำนาน​ ผู้ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​	樱紫色的幸运头环，传说佩戴它的人会交好运。	櫻紫色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of lavender, whispered to bestow fortune upon its bearer.	ピンク色の輪っか。頭につけていると良い事が起こるという。	연보라색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่คาดผม​โชคลาภ​สีม่วง​ซากุระ​ ตาม​ตำนาน​ ผู้ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​
8700212	49	491	5	0	0	6:goods_icon_8700212	1	幸运头环-海蓝	幸運頭環-海藍	Lucky Circlet - Azure	強運の輪-マーリンブルー	행운의 고리 왕관-바다 남색	ที่คาดผมโชคลาภ-ฟ้าทะเล	海蓝色的幸运头环，传说佩戴它的人会交好运。	海藍色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of azure, whispered to bestow fortune upon its bearer.	マーリンブルー色の輪っか。頭につけていると良い事が起こるという。	바다 남색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่​คาดผม​โชคลาภ​สี​ฟ้า​ทะเล​ ตาม​ตำนาน​ ผู้​ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​	海蓝色的幸运头环，传说佩戴它的人会交好运。	海藍色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of azure, whispered to bestow fortune upon its bearer.	マーリンブルー色の輪っか。頭につけていると良い事が起こるという。	바다 남색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่​คาดผม​โชคลาภ​สี​ฟ้า​ทะเล​ ตาม​ตำนาน​ ผู้​ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​
8700213	49	491	5	0	0	6:goods_icon_8700213	1	幸运头环-天青	幸運頭環-天青	Lucky Circlet - Pale Blue	強運の輪-スカイブルー	행운의 고리 왕관-하늘색	ที่คาดผมโชคลาภ-ฟ้าสว่าง	天青色的幸运头环，传说佩戴它的人会交好运。	天青色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of pale blue, whispered to bestow fortune upon its bearer.	スカイブルー色の輪っか。頭につけていると良い事が起こるという。	하늘색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่​คาดผม​โชคลาภ​สี​ฟ้า​สว่าง​ ตาม​ตำนาน​ ผู้​ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​	天青色的幸运头环，传说佩戴它的人会交好运。	天青色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of pale blue, whispered to bestow fortune upon its bearer.	スカイブルー色の輪っか。頭につけていると良い事が起こるという。	하늘색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่​คาดผม​โชคลาภ​สี​ฟ้า​สว่าง​ ตาม​ตำนาน​ ผู้​ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​
8700214	49	491	5	0	0	6:goods_icon_8700214	1	幸运头环-绿柠	幸運頭環-綠檸	Lucky Circlet - Lime Green	強運の輪-ライムグリーン	행운의 고리 왕관-연두색	ที่คาดผมโชคลาภ-มะนาว	绿柠色的幸运头环，传说佩戴它的人会交好运。	綠檸色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of lime green, whispered to bestow fortune upon its bearer.	ライムグリーン色の輪っか。頭につけていると良い事が起こるという。	연두색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่​คาดผม​โชคลาภ​สี​มะนาว​ ตาม​ตำนาน​ ผู้​ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​	绿柠色的幸运头环，传说佩戴它的人会交好运。	綠檸色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of lime green, whispered to bestow fortune upon its bearer.	ライムグリーン色の輪っか。頭につけていると良い事が起こるという。	연두색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่​คาดผม​โชคลาภ​สี​มะนาว​ ตาม​ตำนาน​ ผู้​ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​
8700215	49	491	5	0	0	6:goods_icon_8700215	1	幸运头环-暖橙	幸運頭環-暖橙	Lucky Circlet - Tangerine	強運の輪-オレンジ	행운의 고리 왕관-코랄색	ที่คาดผมโชคลาภ-ส้มอบอุ่น	暖橙色的幸运头环，传说佩戴它的人会交好运。	暖橙色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of tangerine, whispered to bestow fortune upon its bearer.	オレンジ色の輪っか。頭につけていると良い事が起こるという。	코랄색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่​คาดผม​โชคลาภ​สีส้ม​อบอุ่น​ ตาม​ตำนาน​ ผู้​ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​	暖橙色的幸运头环，传说佩戴它的人会交好运。	暖橙色的幸運頭環，傳說佩戴它的人會交好運。	A lucky circlet of tangerine, whispered to bestow fortune upon its bearer.	オレンジ色の輪っか。頭につけていると良い事が起こるという。	코랄색 행운의 고리 왕관, 전설 속에서 그것을 끼고 다닌 사람은 운이 좋아졌다고 한다.	ที่​คาดผม​โชคลาภ​สีส้ม​อบอุ่น​ ตาม​ตำนาน​ ผู้​ที่​สวมใส่​มัน​จะ​ได้รับ​โชคดี​
8700216	49	491	5	0	0	6:goods_icon_8700216	1	天使光环-樱紫	天使光環-櫻紫	Angel Halo - Lavender	天使の輪光-ピンク	엔젤링 헤일로-연보라색	ออ​ร่า​ทูตสวรรค์​-​ม่วง​ซากุระ​	樱紫色的天使光环，若隐若现的光芒透露出一种神圣感。	櫻紫色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of lavender, with a faint glow that exudes a sense of divinity.	ピンク色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	연보라색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สีม่วง​ซากุระ​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​	樱紫色的天使光环，若隐若现的光芒透露出一种神圣感。	櫻紫色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of lavender, with a faint glow that exudes a sense of divinity.	ピンク色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	연보라색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สีม่วง​ซากุระ​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​
8700217	49	491	5	0	0	6:goods_icon_8700217	1	天使光环-海蓝	天使光環-海藍	Angel Halo - Azure	天使の輪光-マーリンブルー	엔젤링 헤일로-바다 남색	ออร่าทูตสวรรค์-ฟ้าทะเล	海蓝色的天使光环，若隐若现的光芒透露出一种神圣感。	海藍色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of azure, with a faint glow that exudes a sense of divinity.	マーリンブルー色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	바다 남색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สี​ฟ้า​ทะเล​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​	海蓝色的天使光环，若隐若现的光芒透露出一种神圣感。	海藍色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of azure, with a faint glow that exudes a sense of divinity.	マーリンブルー色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	바다 남색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สี​ฟ้า​ทะเล​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​
8700218	49	491	5	0	0	6:goods_icon_8700218	1	天使光环-天青	天使光環-天青	Angel Halo - Pale Blue	天使の輪光-スカイブルー	엔젤링 헤일로-하늘색	ออร่าทูตสวรรค์-ฟ้าสว่าง	天青色的天使光环，若隐若现的光芒透露出一种神圣感。	天青色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of pale blue, with a faint glow that exudes a sense of divinity.	スカイブルー色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	하늘색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สี​ฟ้า​สว่าง​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​	天青色的天使光环，若隐若现的光芒透露出一种神圣感。	天青色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of pale blue, with a faint glow that exudes a sense of divinity.	スカイブルー色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	하늘색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สี​ฟ้า​สว่าง​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​
8700219	49	491	5	0	0	6:goods_icon_8700219	1	天使光环-绿柠	天使光環-綠檸	Angel Halo - Lime Green	天使の輪光-ライムグリーン	엔젤링 헤일로-연두색	ออร่าทูตสวรรค์-มะนาว	绿柠色的天使光环，若隐若现的光芒透露出一种神圣感。	綠檸色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of lime green, with a faint glow that exudes a sense of divinity.	ライムグリーン色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	연두색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สี​มะนาว​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​	绿柠色的天使光环，若隐若现的光芒透露出一种神圣感。	綠檸色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of lime green, with a faint glow that exudes a sense of divinity.	ライムグリーン色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	연두색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สี​มะนาว​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​
8700220	49	491	5	0	0	6:goods_icon_8700220	1	天使光环-暖橙	天使光環-暖橙	Angel Halo - Tangerine	天使の輪光-オレンジ	엔젤링 헤일로-코랄색	ออร่าทูตสวรรค์-ส้มอบอุ่น	暖橙色的天使光环，若隐若现的光芒透露出一种神圣感。	暖橙色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of tangerine, with a faint glow that exudes a sense of divinity.	オレンジ色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	코랄색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สีส้ม​อบอุ่น​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​	暖橙色的天使光环，若隐若现的光芒透露出一种神圣感。	暖橙色的天使光環，若隱若現的光芒透露出一種神聖感。	A halo of tangerine, with a faint glow that exudes a sense of divinity.	オレンジ色の天使の輪っか。見えつ隠れつする光から神々しい雰囲気を感じられる。	코랄색 엔젤링 헤일로로, 보일듯 말듯한 빛에서 신성함이 느껴진다.	ออ​ร่า​ทูตสวรรค์​สีส้ม​อบอุ่น​ ประกาย​แสง​ที่​ปรากฏ​เลือนราง​เผย​ให้​เห็น​ถึง​ความ​ศักดิ์สิทธิ์​
