id	character	condition	status	content	content_zh_TW	content_en_UK	content_ja_JP	content_ko_KR	content_th_TH
16070	163	102	1	调查官……很娴熟……	調查官……很嫺熟……	Inspector... You're really good at this...	調査官さん……釣り、お上手なんですね……	조사관님… 정말 능숙하시네요…	ผู้ตรวจ​กา​ร.​..​ เอาเรื่อง​สุด​ๆ​ ไป​เลย​...​
16071	163	103	1	比我做得好多了……	比我做得好多了……	You're doing so much better than I ever could...	わ、私なんかより……ずっと……	저보다 훨씬 잘하시네요…	เก่า​กว่า​ฉัน​เยอะ​เลย​แฮะ​...​
16072	163	201	1	流浪的时候……我也喜欢钓鱼吃。	流浪的時候……我也喜歡釣魚吃。	Back when I was wandering... I used to fish for food too.	放浪していた頃……魚を釣って、ひとりで……よく、食べていました……	떠돌이 생활할 때… 저도 낚시해서 끼니를 해결하곤 했어요.	ช่วง​ที่​ยัง​เดินทาง​ไป​ทั่ว​...​ ฉัน​ก็​ชอบ​ตกปลา​เหมือนกัน​นะ​
16073	163	201	1	上……上钩了！	上……上鉤了！	Got one! Got one!	あ……あの……上、上がりましたっ……！	물, 물었어요!	ต-ติดเบ็ดแล้ว!
16074	163	201	1	这一条……可以吃两天……	這一條……可以吃兩天……	This one... could last me two days...	この一匹で……二日くらい、持つと思います……	이 한 마리면… 이틀은 먹을 수 있겠네요…	ปลา​ตัว​นี้​...​ กิน​ได้​สอง​วัน​เลย​นะเนี่ย​...​
16075	163	201	1	我，我从来没有连续钓到过鱼……	我，我從來沒有連續釣到過魚……	Two in a row? This never happens to me...	こ、こんなに続けて釣れるなんて……は、初めてで……	저, 저 한 번도 연속으로 물고기를 잡아본 적이 없는데…	ฉัน​...​ ฉัน​ไม่​เคย​ตก​ได้​เยอะ​ขนาด​นี้​มา​ก่อน​เลย​...​
16076	163	201	1	又钓到了……	又釣到了……	And another one.	また釣れました……すごいですね……	또 잡았어요…	ตกได้อีกแล้วเหรอ...
16077	163	202	1	这个……是_fishName_，之前我……也是……力气用太大了……	這個……是_fishName_，之前我……也是……力氣用太大了……	Ah, _fishName_... I remember losing one by pulling too hard.	これ……たぶん、_fishName_です……前も……ちょっと……力を入れすぎて……	이건… _fishName_이에요. 전에 저도… 힘을 너무 줘서…	นี่​มัน​...​ _fishName_​ เมื่อก่อน​ฉัน​เอง​...​ ก็​...​ ใช้​แรง​เยอะ​ไป​เหมือนกัน​
16078	163	203	1	啊，挣脱了……调查官需要的话……我也可以帮忙……吗？	啊，掙脫了……調查官需要的話……我也可以幫忙……嗎？	Ah, it got away... If you need help, Inspector... I-I could try...	あっ……逃げられちゃいました……よければ、私にも……手伝わせてもらえませんか……？	아, 도망쳤네요… 조사관님만 괜찮으시다면… 저도 도와드릴 수 있을까요?	อ๊ะ​ หลุด​ไป​แล้ว​...​ ถ้า​ผู้ตรวจการ​ต้องการ​ล่ะ​ก็​...​ ฉัน​เอง​ก็​ช่วย​ได้​นะ​...​ ใช่​มั้ย​?​
16079	163	204	1	_fishName_啊……以前我用的鱼线太短，从没钓到过……	_fishName_啊……以前我用的魚線太短，從沒釣到過……	Heh... my pathetic short line could never handle a _fishName_ before.	fishName……前に釣ろうとしたけど……糸が短くて、無理でした……	_fishName_이군요… 예전엔 낚싯줄이 너무 짧아서 한 번도 못 잡았어요…	_fishName_​  เหรอ​เนี่ย​...​ เมื่อก่อน​ฉัน​ใช้​สาย​เบ็ด​สั้น​ไป​ ก็​เลย​ไม่​เคย​ตกมัน​ได้​เลย​
16080	163	301	1	是我的话，一定会脱钩的……	是我的話，一定會脫鉤的……	No way I could keep this fish on the line...	もし、私ひとりだったら……きっと、外れてました……	제가 하면… 분명 놓쳤을 텐데…	ถ้า​เป็น​ฉัน​ ต้อง​ดิ้น​หลุด​จาก​เบ็ด​แน่​เลย​
16081	163	301	1	抱歉，不会让你跑掉的……！	抱歉，不會讓你跑掉的……！	S-sorry! I won't let you escape this time...!	すみません。もう、逃がしません……！	죄송해요, 이번엔 절대 놓치지 않을게요…!	ขอโทษ​นะ​ แต่​ฉัน​ไม่​ปล่อย​ให้​เธอ​หนี​ไป​ได้​หรอ​ก.​..!​
16082	163	301	1	……抓住了！	……抓住了！	...Got it!	……捕まえました！	…잡았어요!	...จับได้แล้ว!
16083	163	301	1	我……没有带来不幸吧。	我……沒有帶來不幸吧。	Tell me... my being here hasn't ruined our luck?	不幸が…訪れていないみたいですね。	저… 불운을 가져오진 않았죠?	ฉัน​...​ คง​ไม่​ได้​เป็นตัว​พา​ซวย​หรอก​มั้ง​
16084	163	301	1	就差一点点……	就差一點點……	Just a little more...	あと少し……ほんの、ちょっとだけ……	아쉽네요, 정말 조금만 더였는데…	อีกแค่นิดเดียว...
16085	163	302	1	调查官小心！	調查官小心！	Be careful, Inspector!	調査官さん、気をつけてくださいっ……！	조사관님, 조심하세요!	ผู้ตรวจการ ระวัง!
16086	163	302	1	唔？这条鱼……力气很大……	唔？這條魚……力氣很大……	Uh? This fish... is really putting up a fight...	う、動きが……強いです……	응? 이 물고기… 힘이 엄청 센데요…	หืม​?​ ปลา​ตัว​นี้​...​ แรง​เยอะ​มาก​เลย​
16087	163	302	1	调查官……加油……	調查官……加油……	You've got this, Inspector...	が、頑張って……調査官さん……	조사관님… 힘내세요…	ผู้​จรวจ​กา​ร.​..​ สู้​ๆ​ นะ​...​
16088	163	302	1	啊……需要我下去追它吗……	啊……需要我下去追它嗎……	I could always dive in and retrieve it...	あ、あの……必要なら……水に入って、追いかけます……	아… 제가 내려가서 잡아올까요…?	เอ๊ะ​...​อยาก​ให้​ฉัน​ลง​ไป​จับ​มัน​ไห​ม.​..​
16089	163	302	1	还不能……放松警惕……	還不能……放鬆警惕……	Don't relax now, it could still slip away.	まだ……気を緩めてはだめです……	아직은… 방심하면 안 돼요…	ยัง​ไม่​ถึง​เวลา​...​ ที่จะ​ผ่อนคลาย​ได้​นะ​...​
16090	132	101	1	与模拟预测相比，有些误差。	與模擬預測相比，有些誤差。	The simulation never prepared me for this.	シミュレーションとの誤差が確認されました。	시뮬레이션 예측과는… 약간의 오차.	เทียบ​กับ​ที่​คำนวณ​แล้ว​ ไม่ค่อย​ตรง​เท่าไหร่​
16091	132	102	1	完美符合模拟预测。	完美符合模擬預測。	Zero deviation from computational modeling observed.	完璧に予測と一致しています。	시뮬레이션 예측과 완벽하게 일치.	ตรง​กับ​ที่​คำนวณ​ไว้​อย่าง​สมบูรณ์แบบ​
16092	132	103	1	这是……超出模拟的数据。	這是……超出類比的資料。	Beyond computational forecasts...	これは……予測を超えた結果です。	…이건, 예측을 초과한 데이터야.	นี่​มัน​...​ เกิน​กว่า​ข้อมูล​ที่​คำนวณ​ไว้​
16093	132	201	1	获得新个体，正在记录数据。	獲得新個體，正在記錄資料。	Adding this catch to the database...	新しい個体を取得。データ記録を開始します。	새로운 개체 확보. 데이터 기록 중.	ได้รับ​ตัวอย่าง​ใหม่​ กำลัง​บันทึก​ข้อมูล​
16094	132	201	1	又有新的样本可以研究了。	又有新的樣本可以研究了。	We have another sample to analyze.	また新たなサンプルが得られましたね。	또 연구할 샘플이 생겼어.	มี​ตัวอย่าง​ทดลอง​ใหม่​ให้​วิจัย​เพิ่ม​อีกแล้ว​
16095	132	201	1	从未有过的样本，正在更新数据。	從未有過的樣本，正在更新資料。	Fascinating! A previously unrecorded species! Adding to database—	かつてないサンプルです。データベースを更新します。	전례 없는 샘플. 데이터 갱신 중.	เป็น​ตัวอย่าง​ที่​เพิ่ง​เคย​เจอ​ กำลัง​อัปเดต​ข้อมูล​
16096	132	201	1	实验成功，恭喜你。	實驗成功，恭喜你。	Experiment successful—congratulations!	実験成功、おめでとうございます。	실험 성공. 축하해.	การทดลอง​ผ่าน​ไป​ด้วยดี​ ยินดี​ด้วย​นะ​
16097	132	201	1	是我的话，能不能成功呢……	是我的話，能不能成功呢……	I wonder if I could've pulled this off...	私にも……この結果を再現できるでしょうか。	…내가 했다면, 성공했을까.	ถ้า​เป็น​ฉัน​ จะ​สำเร็จ​ไหม​นะ​...​
16098	132	202	1	根据_fishName_捕获模拟显示，调查官的发力超出了最佳区间。	根據_fishName_捕獲類比顯示，調查官的發力超出了最佳區間。	My models suggest you're using too much force for this _fishName_.	_fishName_の捕獲シミュレーションによると、調査官の引きが最適区間を超えていました。	_fishName_ 포획 시뮬레이션 결과… 조사관의 힘 조절이 최적 범위를 초과했어.	จาก​ผล​การจำลอง​จับ​ _fishName_​ พบ​ว่า​ การ​ออกแรง​ของ​ผู้ตรวจการ​เกินขอบเขต​ที่​เหมาะสม​
16099	132	203	1	_fishName_的过往数据显示调查官需要给予更高拉力。	_fishName_的過往資料顯示調查官需要給予更高拉力。	Past data on _fishName_ suggests you need to apply more tension, Inspector.	過去の_fishName_データに基づくと、もっと強く引いても問題ないかと。	_fishName_의 과거 데이터에 따르면… 더 높은 인장력이 필요해.	จาก​ข้อมูล​เก่า​ของ​ _fishName_​ บ่งชี้​ว่า​ผู้ตรวจการ​ควร​เพิ่ม​แรง​ดึง​ให้​มากขึ้น​
16100	132	204	1	已添加_fishName_事故记录，或许调查官应该使用更先进的器具？	已添加_fishName_事故記錄，或許調查官應該使用更先進的器具？	Another _fishName_ escape recorded. Might be time for better gear.	_fishName_の事故記録を追加しました。調査官には、より高度なツールの使用を提案します。	_fishName_ 관련 사고 기록 추가됨. 아마 더 진보된 장비를 써야 해.	บันทึก​เหตุการณ์​ของ​ _fishName_​ เพิ่ม​เข้ามา​แล้ว​ ผู้ตรวจการ​คง​ต้อง​ใช้​เครื่องมือ​ที่​ดีกว่า​นี้​
16101	132	301	1	调查官的操作很及时。	調查官的操作很及時。	Your timing was spot on, Inspector.	調査官の操作は非常に的確でした。	조사관의 조작, 적절했어.	ผู้ตรวจการ​จัดการ​ได้​สมบูรณ์แบบ​เลย​
16102	132	301	1	模拟中的成功率正在上升。	模擬中的成功率正在上升。	Odds of capture are improving in real-time.	シミュレーション成功率が上昇しています。	시뮬레이션 성공률 상승 중.	อัตรา​ความสำเร็จ​ที่​คำนวณ​ได้​กำลัง​เพิ่มขึ้น​
16103	132	301	1	预测结果出现了变化，正在记录。	預測結果出現了變化，正在記錄。	Recalculating... new variables detected.	予測結果に変動がありました。現在、記録中です。	예측 결과에 변화 발생. 기록 중…	ผลลัพธ์​ที่​คำนวณ​ได้​กำลัง​เกิด​การเปลี่ยนแปลง​ กำลัง​บันทึก​ข้อมูล​
16104	132	301	1	数据趋于稳定。	資料趨於穩定。	Finally. Some consistency.	データは安定傾向にあります。	데이터 안정화 진행 중.	ข้อมูล​เริ่ม​นิ่ง​และ​คง​ที่แล้ว​
16105	132	301	1	调查官总是能带来好的结果呢。	調查官總是能帶來好的結果呢。	You always bring in great results, Inspector.	調査官はいつも良い結果をもたらしてくれますね。	조사관은 항상 좋은 결과를 가져와. 이상하게도.	ผู้ตรวจการ​มักจะ​นำ​ผลลัพธ์​ที่​ดี​กลับมา​ให้​เสมอ​เลย​นะ​
16106	132	302	1	个体数据并不稳定，请多小心。	個體數據並不穩定，請多小心。	The specimen's data is unstable—please proceed with caution.	対象個体のデータが不安定です。注意して操作してください。	개체 데이터 불안정. 조심해줘.	ข้อมูล​ตัว​นี้​ยัง​ไม่​เสถียร​ โปรด​ระวัง​ให้​ดี​
16107	132	302	1	请调查官谨慎操作。	請調查官謹慎操作。	You should handle this carefully, Inspector.	調査官、慎重な対応をお願いします。	신중히 조작해.	ขอ​ผู้ตรวจการ​โปรด​ทำงาน​ด้วย​ความ​รอบคอบ​
16108	132	302	1	…抱歉干扰到你了。	…抱歉干擾到你了。	...Apologies for the interruption.	……すみません、邪魔をしてしまいましたか？	…방해해서 미안.	...​ขอโทษ​ที​ ไป​รบกวน​คุณ​ซะ​แล้ว​
16109	132	302	1	预测外的情况呢……	預測外的情況呢……	This is a situation that goes beyond our predictions...	想定外の事象ですね……	예측 외 상황… 발생 가능성 있음.	เป็นเรื่อง​ที่อยู่​เหนือ​การคาดการณ์​แฮะ​...​
16110	132	302	1	等待结果的心情，真是让人忐忑。	等待結果的心情，真是讓人忐忑。	The anxiety of waiting for results is truly nerve-wracking.	結果が出るまでのこの時間……とても落ち着きませんね。	결과를 기다리는 기분… 꽤 불안정하네.	ความรู้สึก​ตอน​รอ​ผล​การทดลอง​ จะ​กี่​ครั้ง​ก็​ทำให้​ใจเต้น​ได้​จริงๆ​
16111	145	101	1	嘿咻……！嗯！再来一次，冲呀！	嘿咻……！嗯！再來一次，沖呀！	Hah! One more cast—go, go, go!	よいしょ……っと！うんっ！もう一回いっくよ〜っ！	휴이…! 응! 한 번 더, 돌격이야!	ฮึ​บ.​..!​ อื้ม​!​ ขอ​อี​กรอบ​ ลุย​!​
16112	145	102	1	好嘞！看不出来你还挺厉害嘛！	好嘞！看不出來你還挺厲害嘛！	Alright! You're full of surprises, huh?	おぉ〜やるじゃん、あんた意外とイケるね！	좋아! 생각보다 실력이 꽤 되네!	เยี่ยม​!​ ดู​ไม่​ออก​เลย​นะเนี่ย​ว่า​เธอ​เก่ง​จริงๆ​!​
16113	145	103	1	呜呼！完美一击！鱼儿快快来！	嗚呼！完美一擊！魚兒快快來！	Yes! Nailed it! Swim right into my net!	うひゃ〜！パーフェクトヒットぉ！お魚さん、いらっしゃ〜いっ☆	우후! 완벽한 한 방! 물고기야, 빨리 와!	โอ้โห​!​ เพอร์เฟกต์​!​ ขอ​ปลา​เร็ว​ๆ​ เลย​!​
16114	145	201	1	钓到啦！这是大海的回报！	釣到啦！這是大海的回報！	A catch! The sea provides once again!	釣れた〜っ！これはきっと、海のご褒美だね!	잡았다! 이게 바로 바다의 보답이야!	ติด​เบ็ด​แล้ว​!​ นี่แหละ​คือ​ของ​การตอบแทน​จาก​ท้องทะเล​!​
16115	145	201	1	耶！又一条！果然有我希尔达大人在就是不一样！	耶！又一條！果然有我希爾達大人在就是不一樣！	And another! Told you I bring the magic touch!	やった！また一匹ゲットだぜ！やっぱヒルダ様がいると違うよね！	야호! 또 한 마리! 진짜 힐다 대인 있어서 달라!	เย่​!​ ได้​อีก​ตัว​แล้ว​ อย่าง​ที่​บอก​ พอ​มี​ท่าน​ฮิ​ลดา​ผู้​นี้​อยู่​มัน​เป็น​ก็​แบบ​นี้แหละ​!​
16116	145	201	1	嘻嘻，根本停不下来！	嘻嘻，根本停不下來！	We're on a roll! They just keep coming!	えへへ、もう止まんな〜いっ！	히히, 멈출 수가 없어!	คิคิ หยุดไม่อยู่แล้ว!
16117	145	201	1	哼哼，再大的浪也挡不住鱼儿们自己送上岸！	哼哼，再大的浪也擋不住魚兒們自己送上岸！	No storm's gonna stop our haul today!	ふっふ〜ん、どんな大波だって、お魚たちは自分から来てくれんの！	흠흠, 아무리 큰 파도도 물고기들이 스스로 올라오게 만들지 못해!	ฮึ​ฮึ​ ไม่​ว่า​คลื่น​จะ​ใหญ่​แค่​ไหน​ ก็​หยุด​ให้​ปลา​ว่าย​เข้า​ฝั่ง​เอง​ไม่​ได้​หรอก​!​
16118	145	201	1	今晚一起吃烤鱼吧！分一半给你好了！	今晚一起吃烤魚吧！分一半給你好了！	Tonight's menu: grilled fish! You get half, lucky you!	今夜は焼き魚パーティーしよ！半分やるよ！	오늘 밤 구운 생선 같이 먹자! 반은 너한테 줄게!	คืนนี้​กิน​ปลา​ย่าง​ด้วยกัน​เถอะ​!​ เดี๋ยว​แบ่ง​ให้​ครึ่ง​นึง​นะ​!​
16119	145	202	1	哇！这_fishName_好有劲！差点把我都拉下去了！下次要更用力啊！	哇！這_fishName_好有勁！差點把我都拉下去了！下次要更用力啊！	Whoa! This _fishName_ fights like a champ! Almost lost my footing! Hold on tight next time!	わっ！この_fishName_めっちゃ引く〜っ！海に引きずられるとこだったし！次はもっと全力でいくよっ！	와! 이 _fishName_ 힘 좀 보소! 나까지 끌려갈 뻔했어! 다음엔 더 힘껏 잡아줘!	ว้าว​!​ _fishName_​ตัว​นี้​แรง​ดี​จริงๆ​ เกือบจะ​ดึง​ฉัน​ลง​ไป​ได้​เลย​นะเนี่ย​!​ รอบ​หน้า​ต้อง​ใช้​แรง​ให้​เยอะ​ขึ้น​แล้ว​สิ​!​
16120	145	203	1	啊？_fishName_不想跟我玩了吗？呜…没关系，我等你回来！	啊？_fishName_不想跟我玩了嗎？嗚…沒關係，我等你回來！	Aww, _fishName_ ran away? That's okay, I'll catch you next time!	えっ？_fishName_、もう遊んでくれねえの？……うぅ、でも大丈夫！ヒルダ様は待ってるからっ！	어? _fishName_ 또 놀기 싫어? 우… 괜찮아, 난 널 기다릴게!	หา​?​ เจ้า​ _fishName_​ ไม่​อยาก​แล้ว​กับ​ฉัน​แล้ว​เหรอ​?​ ฮือ​...​ แต่​ไม่เป็นไร​ เดี๋ยว​จะ​รอ​ให้​เธอ​กลับ​มานะ​!​
16121	145	204	1	_fishName_跑了！想逃离我希尔达大人的手掌心？换根长的线追它！	_fishName_跑了！想逃離我希爾達大人的手掌心？換根長的線追它！	_fishName_ got away? Oh no you don't—time for a longer line!	ああっ、_fishName_逃げた〜っ！このヒルダ様の手のひらから逃げられると思った！？長〜い糸で追っかけるよっ！	_fishName_ 도망갔어! 힐다 대인의 손바닥을 벗어나려는 거야? 긴 줄로 다시 쫓아가자!	_fishName_​ หนี​ไป​แล้ว​!​ คิด​จะ​หนี​จาก​เงื้อมมือ​ของ​ท่าน​ฮิ​ลดา​ผู้​นี้​งั้น​เหรอ​?​ เปลี่ยน​สาย​เบ็ด​ให้​ยาว​ขึ้น​มา​ไล่​จับ​มัน​กัน​เถอะ​!​
16122	145	301	1	哦？知道希尔达大人的厉害了吧！	哦？知道希爾達大人的厲害了吧！	Heh, now you understand who you're dealing with!	おや？ヒルダ様のスゴさ、思い知っただろ〜？	오? 이제 힐다 대인이 얼마나 대단한지 알겠지?	โฮ่​?​ รู้​ซึ่ง​ถึง​ความเก่งกาจ​ของ​ฮิ​ลดา​แล้ว​ล่ะ​สิ​!​
16123	145	301	1	加油！马上就能捞到鱼了！	加油！馬上就能撈到魚了！	Almost there! Just a little more!	よしっ、あとちょっとで釣れるよ！がんばれ！	힘내! 금방 낚을 수 있어!	สู้​ๆ​ นะ​!​ อีก​นิด​ก็​จับตัว​ได้​แล้ว​!​
16124	145	301	1	嘿嘿，鱼儿快到我身边来吧~	嘿嘿，魚兒快到我身邊來吧~	Come on, little fish. Don't be shy!	へへっ、お魚さ〜ん、こっちこっち〜っ	헤헤, 물고기야, 내 주변으로 다가와 줘~	เฮ​เฮ​ เจ้า​ปลา​ รีบ​ๆ​ มาหา​ฉัน​ซะ​เถอะ​นะ​~​
16125	145	301	1	乖啦乖啦，不反抗就是好孩子！	乖啦乖啦，不反抗就是好孩子！	That's more like it! Cooperation is key!	はいは〜い、いい子は暴れないの！	이삐야 이삐, 저항하지 않는 게 착한 아이야!	เด็กดี​ เด็กดี​ ไม่​ดื้อ​ไม่​ซน​สิ​ถึง​จะ​เป็น​เด็กดี​!​
16126	145	301	1	嘻嘻！果然这鱼儿舍不得走！	嘻嘻！果然這魚兒捨不得走！	Aha! You like me too much to leave!	えへっ、やっぱりこの子、私と離れたくないんだな！	히히! 역시 물고기는 못 떠나겠지!	คิคิ​!​ ดู​สิ​ เจ้า​ปลา​นี่​ไม่​ยอม​ไป​ไหน​เลย​จริงๆ​!​
16127	145	302	1	嘿！还想跑？好玩！	嘿！還想跑？好玩！	Oh-ho, a feisty one! I like that!	へっ？逃げるつもり？あははっ、いいじゃんそういうの、燃える〜っ！	헤이! 아직도 도망칠 생각이야? 재밌네!	เฮ้​!​ ยัง​คิด​จะ​หนี​อีก​เหรอ​?​ ก็​สวย​สิ​!​
16128	145	302	1	越挣扎我越兴奋哦！	越掙扎我越興奮哦！	Hah! You're just making this more exciting!	も〜っ、暴れれば暴れるほど……テンション上がってくるんだけどっ！	버틸수록 나도 더 흥분해!	ยิ่ง​ดิ้น​ยิ่ง​น่าสนุก​นะ​จะ​บอก​ให้​!​
16129	145	302	1	哇，这么有劲呀，肉肯定很好吃！	哇，這麼有勁呀，肉肯定很好吃！	Oho! A fighter! This'll be a tasty one!	すっごいパワー……この子、お肉絶対うめえヤツ！	와, 이렇게 힘이 좋다니, 살이 진짜 맛있겠어!	ว้าว​ แรง​เยอะ​ซะ​ด้วย​ แบบนี้​เนื้อ​คง​อร่อย​แน่​เลย​!​
16130	145	302	1	有挑战才有意思！不管是多大的鱼，放马过来！	有挑戰才有意思！不管是多大的魚，放馬過來！	Now this is exciting! Show me what you can really catch!	チャレンジしてくる相手じゃないと燃えないしねっ！どんな大物でも、まとめてかかってこ〜い！	도전이 있어야 재미지! 아무리 큰 물고기라도 덤벼 봐!	ต้อง​ท้าทาย​สิ​ถึง​จะ​สนุก​ ไม่​ว่า​ปลา​จะ​ตัว​ใหญ่​แค่​ไหน​ ก็​เข้ามา​ได้​เลย​!​
16131	145	302	1	再大力一点！对！就是这样！	再大力一點！對！就是這樣！	Give it some muscle! There you go!	もっと力入れて！そう！そうこなくっちゃ！	좀 더 힘줘! 그래! 바로 그거야!	ออกแรง​อีกหน่อย​!​ ใช่​เลย​!​ แบบ​นั้นแหละ​!​
16132	155	101	1	下一次会更好！	下一次會更好！	Every cast gets us closer to the big one!	次こそもっと上手くいくよっ！	다음엔 더 잘할 수 있을 거야!	รอบ​หน้า​ต้อง​ทำได้​แน่​!​
16133	155	102	1	准头不错呀！	準頭不錯呀！	That cast was right on target!	おっ、なかなかの腕前じゃんっ♪	정확도가 꽤 좋네!	แม่น​ใช้ได้​เลย​นะเนี่ย​!​
16134	155	103	1	期待有大鱼上钩~！	期待有大魚上鉤~！	I've got a feeling about this one—it's gonna be massive!	大物がかかるの、楽しみ〜っ！	대어가 걸리길 기대해~	หวัง​ว่า​จะ​มี​ปลา​ตัว​ใหญ่​ๆ​ มา​ติด​เบ็ด​นะ​~!​
16135	155	201	1	一网打尽！	一網打盡！	Nothing's getting away from us!	一網打尽〜っ！やったねっ！	한 번에 싹 잡았다!	รวบหมดไม่เหลือ!
16136	155	201	1	今天也满载而归！	今天也滿載而歸！	What an incredible haul!	今日も大漁！	오늘도 대성공!	วันนี้​เอง​ก็ได้​ปลา​เต็มไม้เต็มมือ​กลับบ้าน​อีกแล้ว​!​
16137	155	201	1	看镜头~聊聊此刻的心情吧！	看鏡頭~聊聊此刻的心情吧！	Capture this moment! How does victory taste?	カメラ目線お願いっ♪今の気持ち、ひとことどうぞ〜！	카메라 좀 봐~ 지금 기분이 어때?	มอง​กล้อง​~​ บอก​ความรู้สึก​ตอนนี้​ให้​ฟัง​หน่อย​สิ​!​
16138	155	201	1	大丰收！这简直是特大喜报！	大豐收！這簡直是特大喜報！	This isn't just good—it's legendary!	超大漁！これ、特ダネでなんじゃない！？	대어 대박이야! 이게 특종 뉴스네!	ได้​ปลา​กอง​โต​เลย​!​ แบบนี้​ต้อง​ฉลอง​แล้ว​ล่ะ​!​
16139	155	201	1	钓鱼大王原来就是你！失敬失敬。	釣魚大王原來就是你！失敬失敬。	All hail the true fishing champion!	噂の釣り王って…もしかして、あなた！？うわ〜、これはこれは。	낚시왕은 역시 너야! 실례했다 실례.	ที่แท้​เจ้า​แห่ง​นัก​ตกปลา​ก็​คือ​คุณ​นี่เอง​!​ ข้าน้อย​ขอ​คารวะ​!​
16140	155	202	1	哟！这条_fishName_力气好大呀！没事没事，说明大的还在后头呢！	喲！這條_fishName_力氣好大呀！沒事沒事，說明大的還在後頭呢！	This _fishName_'s got spirit! Just imagine what else is swimming out there!	わっ、この_fishName_、めっちゃ力強いっ！でも大丈夫、次はきっともっとデッカイのが来るよ！	요! 이 _fishName_ 힘이 장난 아니네! 괜찮아 괜찮아, 큰 녀석들은 아직 뒤에 남아 있을 테니까!	โธ่​!​ ปลา​ตัว​นี้​แรง​เยอะ​จริง​แฮะ​!​ แต่​ช่างเถอะ​ ตัว​ที่​ใหญ่​กว่า​ต้อง​รอ​อยู่​ข้างหน้า​แน่นอน​!​
16141	155	203	1	呼…_fishName_可能想再玩一会儿~加把劲，下次它就乖乖来啦！	呼…_fishName_可能想再玩一會兒~加把勁，下次它就乖乖來啦！	This _fishName_ loves the chase! Keep at it—victory's close!	ふぅ……_fishName_、まだ遊び足りないのかな？もう一押ししたら大人しくしてくれると思うよ！	휴… _fishName_ 아직 놀고 싶은가 봐~ 힘내면 다음에는 얌전히 올 걸!	ฟู่​ว​...​ _fishName_​ คงจะ​อยาก​เล่น​ต่อ​อีกหน่อย​แฮะ​~​ ออกแรง​อี​กสิ​ รอบ​หน้า​มัน​ต้อง​มาหา​ดี​ๆ​ แน่​!​
16142	155	204	1	哇哦，_fishName_跑得好快！下次换条长的线吧！	哇哦，_fishName_跑得好快！下次換條長的線吧！	Wow, _fishName_'s gone in a flash! Longer line next try?	わぁっ、_fishName_めっちゃ速いっ！次はもっと長い釣り糸で勝負だねっ♪	와우, _fishName_ 도망치는 속도 봐! 다음엔 긴 줄로 바꿔야겠네!	ว้าว​!​ _fishName_​ นี่​ว่าย​เร็ว​จริงๆ​ รอบ​หน้า​ลอง​ใช้​สาย​เบ็ด​ที่​ยาว​กว่า​นี้​ดู​สิ​!​
16143	155	301	1	加油加油！马上就能见面啦！	加油加油！馬上就能見面啦！	You've got this! It's almost yours!	もうちょっと！もうすぐ会えるよ〜っ！	힘내! 곧 만날 수 있어!	สู้​ๆ​ สู้​ๆ​ จะ​เห็น​ตัว​มัน​แล้ว​!​
16144	155	301	1	Wow！为这精湛技艺喝彩！	Wow！為這精湛技藝喝彩！	Bravo! What a masterful catch!	わあ〜、この素晴らしいテクニックに拍手っ！	와! 이 정교한 기술에 박수를 보내자!	ว้าว​!​ ขอ​เสียง​ปรบมือให้​กับ​ทักษะ​อัน​ยอดเยี่ยม​นี้​หน่อย​เร็ว​เข้า​!​
16145	155	301	1	乖乖~就快到我怀里来啦！	乖乖~就快到我懷裡來啦！	That's it! Just a tiny bit more!	よしよし……おいでっ、こっちだよ〜	얌전히~ 곧 내 품에 들어올 거야!	เด็กดี​ๆ​ ใกล้​จะ​ถึง​อ้อมแขน​ของ​ฉัน​แล้ว​!​
16146	155	301	1	真是千钧一发的时刻啊！	真是千鈞一髮的時刻啊！	Whew! That almost got away!	きゃ〜、ギリギリだったっ！ハラハラしちゃった〜っ！	정말 아슬아슬한 순간이야!	นี่​มัน​นาที​วิกฤต​ชัด​ๆ​ เลย​นะเนี่ย​!​
16147	155	301	1	嗯！看来它终于折腾得没劲了！	嗯！看來它終於折騰得沒勁了！	There we go—no fight left now!	よし！ようやく落ち着いたみたい！	응! 드디어 힘이 다 떨어진 것 같군!	อื้ม​!​ ดูเหมือน​มัน​จะ​ดิ้น​จน​หมดแรง​แล้ว​นะ​!​
16148	155	302	1	各位观众们，一场较量正在上演！	各位觀眾們，一場較量正在上演！	This, my friends, is a clash of wills!	現場からお届けしますっ！今まさに、目が離せない大勝負の真っ最中ですっ！	여러분, 한 판 대결이 지금 펼쳐지고 있습니다!	ท่าน​ผู้ชม​ทุกท่าน​ การ​ประลอง​อัน​ดุเดือด​กำลัง​เริ่มต้น​ขึ้น​แล้ว​!​
16149	155	302	1	结果如何，让我们拭目以待！	結果如何，讓我們拭目以待！	Let's see how this plays out!	さて、勝負の行方はいかに！？	결과는 어떻게 될지 두고 보시죠!	ผล​จะ​ออกมา​ยังไง​ มา​เอาใจ​ช่วยกัน​เถอะ​!​
16150	155	302	1	它还在挣扎！调查官，不要放弃！	它還在掙扎！調查官，不要放棄！	It's resisting hard! Stay strong, Inspector!	まだまだ動いてるよっ！調査官、最後まで諦めないでっ！	아직도 버티고 있어! 조사관, 포기하지 마!	มัน​ยัง​พยายาม​ดิ้น​อยู่​!​ ผู้ตรวจการ​ อย่า​ยอมแพ้​นะ​!​
