Id	roleId	groupId	rolename	name	voice	voice2	status	desk	desk_zh_TW	desk_en_UK	desk_ja_JP	desk_ko_KR	desk_th_TH	desk2	desk2_zh_TW	desk2_en_UK	desk2_ja_JP	desk2_ko_KR	desk2_th_TH
263	160008	1	涤尽凡尘	打招呼	vo_hello_gift_160008	vo_hello_gift_160008	1	哦！好吃的吗？是什么！是什么！	哦！好吃的嗎？是什麼！是什麼！	Ooh! Is that something delicious? Tell me, tell me!	おお！食べ物か？なになに？見せて！	오! 맛있는 거야? 뭐야! 뭐야!	โอ้​!​ ของ​อร่อย​งั้น​เหรอ​?​ อะไร​น่ะ​!​ อะไร​น่ะ​!​	哦！好吃的吗？是什么！是什么！	哦！好吃的嗎？是什麼！是什麼！	Ooh! Is that something delicious? Tell me, tell me!	おお！食べ物か？なになに？見せて！	오! 맛있는 거야? 뭐야! 뭐야!	โอ้​!​ ของ​อร่อย​งั้น​เหรอ​?​ อะไร​น่ะ​!​ อะไร​น่ะ​!​
264	160008	3	涤尽凡尘	赠送礼物后	vo_give_gift_160008	vo_give_gift_160008	1	真好吃！那下次我请你吧，就……「青木瓜沙拉」吧，100倍辣的那种。	真好吃！那下次我請你吧，就……「青木瓜沙拉」吧，100倍辣的那種。	Wow, this is amazing! Let me treat you next time. How about a green papaya salad—make it extra spicy, like 100 times spicier?	美味しかった！次は自分が奢るよ。そうだな…「ソムタム」を食べてもらおう！唐辛子100倍でね！	정말 맛있어! 그럼 다음엔 내가 살게. 그냥… "솜땀"으로 하자, 100배 매운 걸로!	อร่อย​จัง​!​ งั้น​ไว้​คราวหน้า​ให้​ฉัน​เลี้ยง​คุณ​นะ​ งั้น​เอา​เป็น​...​ "​ส้มตำ​"​ ก็แล้วกัน​ เอา​แบบ​เผ็ด​ 100​ เท่า​ไป​เลย​	真好吃！那下次我请你吧，就……「青木瓜沙拉」吧，100倍辣的那种。	真好吃！那下次我請你吧，就……「青木瓜沙拉」吧，100倍辣的那種。	Wow, this is amazing! Let me treat you next time. How about a green papaya salad—make it extra spicy, like 100 times spicier?	美味しかった！次は自分が奢るよ。そうだな…「ソムタム」を食べてもらおう！唐辛子100倍でね！	정말 맛있어! 그럼 다음엔 내가 살게. 그냥… "솜땀"으로 하자, 100배 매운 걸로!	อร่อย​จัง​!​ งั้น​ไว้​คราวหน้า​ให้​ฉัน​เลี้ยง​คุณ​นะ​ งั้น​เอา​เป็น​...​ "​ส้มตำ​"​ ก็แล้วกัน​ เอา​แบบ​เผ็ด​ 100​ เท่า​ไป​เลย​
265	161008	1	绚烂之雨	打招呼	vo_hello_gift_161008	vo_hello_gift_161008	1	料理时间到！	料理時間到！	Let's get cooking!	料理の時間だよ！	요리 시간이다!	ถึงเวลาอาหารแล้ว!	料理时间到！	料理時間到！	Let's get cooking!	料理の時間だよ！	요리 시간이다!	ถึงเวลาอาหารแล้ว!
266	161008	3	绚烂之雨	赠送礼物后	vo_give_gift_161008	vo_give_gift_161008	1	惊人的美味，我都空不出嘴巴说话了！	驚人的美味，我都空不出嘴巴說話了！	Wow, this is absolutely amazing—I can't even describe how good it is!	びっくりするほどうまい！思わず口の中をいっぱいにしてしまい、食レポする余裕もないぐらい！	놀라운 맛이야, 말할 틈도 없을 정도로!	เป็น​รสชาติ​ที่​น่า​ตกใจ​มาก​เลย​ เอา​ซะ​พูด​ไม่​เป็น​ภาษา​เลย​นะเนี่ย​!​	惊人的美味，我都空不出嘴巴说话了！	驚人的美味，我都空不出嘴巴說話了！	Wow, this is absolutely amazing—I can't even describe how good it is!	びっくりするほどうまい！思わず口の中をいっぱいにしてしまい、食レポする余裕もないぐらい！	너무 맛있어서 먹느라 정신이 없어요!	เป็น​รสชาติ​ที่​น่า​ตกใจ​มาก​เลย​ เอา​ซะ​พูด​ไม่​เป็น​ภาษา​เลย​นะเนี่ย​!​
267	156008	1	闲暇时刻	打招呼	vo_hello_gift_156008	vo_hello_gift_156008	1	唔……吃什么都可以~只要能填饱肚子就行了~	唔……吃什麼都可以~只要能填飽肚子就行了~	I'm not picky at all—when you're hungry, any food will do!	うーん、別に何でもいいよ〜腹ごしらえできるものなら〜	음… 뭐든지 먹을 수 있어~ 배만 채울 수 있으면 되니까~	อืม​...​ ฉัน​กิน​ได้​หมด​แหละ​~​ ขอ​แค่​อิ่ม​ท้อง​ก็​พอแล้ว​ล่ะ​~​	唔……吃什么都可以~只要能填饱肚子就行了~	唔……吃什麼都可以~只要能填飽肚子就行了~	I'm not picky at all—when you're hungry, any food will do!	うーん、別に何でもいいよ〜腹ごしらえできるものなら〜	음… 뭐든지 먹을 수 있어~ 배만 채울 수 있으면 되니까~	อืม​...​ ฉัน​กิน​ได้​หมด​แหละ​~​ ขอ​แค่​อิ่ม​ท้อง​ก็​พอแล้ว​ล่ะ​~​
268	156008	3	闲暇时刻	赠送礼物后	vo_give_gift_156008	vo_give_gift_156008	1	哇！手艺可以啊！那以后做饭这事就交给调查官啦~	哇！手藝可以啊！那以後做飯這事就交給調查官啦~	This is amazing! Looks like we've found our new master chef!	うわー！意外と料理上手じゃん！じゃあ、これからの料理は調査官っちに任せちゃおっかな〜♪	와! 솜씨가 좋네! 그럼 앞으로는 요리하는 건 조사관에게 맡길게~	ว้าว​!​ ฝีมือ​ใช้ได้​เลย​นี่​!​ งั้น​เรื่อง​ทำอาหาร​ก็​ยก​ให้​ผู้ตรวจการ​เลย​ก็แล้วกัน​นะ​~​	哇！手艺可以啊！那以后做饭这事就交给调查官啦~	哇！手藝可以啊！那以後做飯這事就交給調查官啦~	This is amazing! Looks like we've found our new master chef!	うわー！意外と料理上手じゃん！じゃあ、これからの料理は調査官っちに任せちゃおっかな〜♪	와! 솜씨가 좋네! 그럼 앞으로는 요리하는 건 조사관에게 맡길게~	ว้าว​!​ ฝีมือ​ใช้ได้​เลย​นี่​!​ งั้น​เรื่อง​ทำอาหาร​ก็​ยก​ให้​ผู้ตรวจการ​เลย​ก็แล้วกัน​นะ​~​
269	157008	1	暗夜玫瑰	打招呼	vo_hello_gift_157008	vo_hello_gift_157008	1	你还带了礼物来？不用这么客气~	你還帶了禮物來？不用這麼客氣~	A gift? Oh, you're too generous!	まあ、手土産を持っていらしたのですね？そんなに気を使わなくても構いませんのに〜	선물까지 가져왔어요? 그렇게 예의 차릴 필요 없어요~	คุณ​เอา​ของขวัญ​มา​ด้วย​เหรอ​?​ ไม่ต้อง​เกรงใจ​กัน​ขนาด​นั้น​ก็ได้​นะ​~​	你还带了礼物来？不用这么客气~	你還帶了禮物來？不用這麼客氣~	A gift? Oh, you're too generous!	まあ、手土産を持っていらしたのですね？そんなに気を使わなくても構いませんのに〜	선물까지 가져왔어요? 그렇게 예의 차릴 필요 없어요~	คุณ​เอา​ของขวัญ​มา​ด้วย​เหรอ​?​ ไม่ต้อง​เกรงใจ​กัน​ขนาด​นั้น​ก็ได้​นะ​~​
270	157008	3	暗夜玫瑰	赠送礼物后	vo_give_gift_157008	vo_give_gift_157008	1	谢谢。不是所有人都能让我收下礼物的……只有你……	謝謝。不是所有人都能讓我收下禮物的……只有你……	Thanks... Normally I'd refuse. But for you? I'll make an exception.	ありがとう。誰からの贈り物でも受け取るわけではありませんが、貴方からのものは特別ですわ。	고마워요. 제가 선물을 받는 사람이 많지 않아요… 오직 당신뿐이에요…	ขอบคุณ​นะ​ ไม่​ใช่​ทุกคน​ที่จะ​ทำให้​ฉัน​รับ​ของขวัญ​ได้​...​ มี​แค่​เธอ​คนเดียว​เท่านั้น​...​	谢谢。不是所有人都能让我收下礼物的……只有你……	謝謝。不是所有人都能讓我收下禮物的……只有你……	Thanks... Normally I'd refuse. But for you? I'll make an exception.	ありがとう。誰からの贈り物でも受け取るわけではありませんが、貴方からのものは特別ですわ。	고마워요. 제가 선물을 받는 사람이 많지 않아요… 오직 당신뿐이에요…	ขอบคุณ​นะ​ ไม่​ใช่​ทุกคน​ที่จะ​ทำให้​ฉัน​รับ​ของขวัญ​ได้​...​ มี​แค่​เธอ​คนเดียว​เท่านั้น​...​
271	158008	1	沉沦永夜	打招呼	vo_hello_gift_158008	vo_hello_gift_158008	1	这是员工福利？我也有吗？	這是員工福利？我也有嗎？	Wait, is this a staff perk? Don't tell me I'm included!	何？社食なの？わたしの分もあるの？	이건 직원 복지인가? 나도 받을 수 있어?	นี่​คือ​สวัสดิการ​พนักงาน​เหรอ​?​ ฉัน​ก็ได้​เหมือนกัน​เหรอ​?​	这是员工福利？我也有吗？	這是員工福利？我也有嗎？	Wait, is this a staff perk? Don't tell me I'm included!	何？社食なの？わたしの分もあるの？	이건 직원 복지인가? 나도 받을 수 있어?	นี่​คือ​สวัสดิการ​พนักงาน​เหรอ​?​ ฉัน​ก็ได้​เหมือนกัน​เหรอ​?​
272	158008	3	沉沦永夜	赠送礼物后	vo_give_gift_158008	vo_give_gift_158008	1	…你还缺部下吗？我愿意为了这个工作。	…你還缺部下嗎？我願意為了這個工作。	Need an extra hand? I'd work for this in a heartbeat.	…人手足りてる？これのためなら、あんたの部下として働いてもいいよ。	...혹시 부하가 부족하신가요? 이 일을 위해서라면 기꺼이 따르겠습니다.	...​คุณ​ยัง​ขาด​ลูกมือ​อยู่​ไหม​?​ ฉัน​ยินดี​ที่จะ​รับงาน​นี้​นะ​	…你还缺部下吗？我愿意为了这个工作。	…你還缺部下嗎？我願意為了這個工作。	Need an extra hand? I'd work for this in a heartbeat.	…人手足りてる？これのためなら、あんたの部下として働いてもいいよ。	...혹시 부하가 부족하신가요? 이 일을 위해서라면 기꺼이 따르겠습니다.	...​คุณ​ยัง​ขาด​ลูกมือ​อยู่​ไหม​?​ ฉัน​ยินดี​ที่จะ​รับงาน​นี้​นะ​
273	102005	1	晚安故事	打招呼	vo_hello_gift_102005	vo_hello_gift_102005	1	只有吃得饱饱的，才能安心入梦乡喵~	只有吃得飽飽的，才能安心入夢鄉喵~	Full tummy, happy heart. Now I can snooze without a care, meow!	お腹いっぱい食べないと、安心して夢を見れないにゃ。	배가 든든해야 편안하게 잠들 수 있다냥~	มี​แต่​ท้อง​อิ่ม​เท่านั้น​ ถึง​จะ​นอนหลับ​ฝันดี​ได้​นะ​เมี้ยว​~​	只有吃得饱饱的，才能安心入梦乡喵~	只有吃得飽飽的，才能安心入夢鄉喵~	Full tummy, happy heart. Now I can snooze without a care, meow!	お腹いっぱい食べないと、安心して夢を見れないにゃ。	배가 든든해야 편안하게 잠들 수 있다냥~	มี​แต่​ท้อง​อิ่ม​เท่านั้น​ ถึง​จะ​นอนหลับ​ฝันดี​ได้​นะ​เมี้ยว​~​
274	102005	3	晚安故事	赠送礼物后	vo_give_gift_102005	vo_give_gift_102005	1	为了感谢调查官，艾可特意准备了睡前甜点！一起做个甜甜的梦吧~	為了感謝調查官，艾可特意準備了睡前甜點！一起做個甜甜的夢吧~	I whipped up some special bedtime treats just for you, Inspector! Let's share sweet dreams together!	調査官への感謝の気持ちを込めて、就寝前のデザートを用意したにゃ！ 一緒に甘い夢を見よう！	조사관을 위해 에코가 특별히 준비한 잠자기 전 디저트! 함께 달콤한 꿈 꾸어~	เพื่อ​ขอบคุณ​ผู้ตรวจการ​ เอ​ค​โค​เตรียม​ขนม​ก่อน​นอนมา​เป็นพิเศษ​เลย​นะ​ มา​หลับ​ฝันหวาน​ไป​ด้วยกัน​เถอะ​~​	为了感谢调查官，艾可特意准备了睡前甜点！一起做个甜甜的梦吧~	為了感謝調查官，艾可特意準備了睡前甜點！一起做個甜甜的夢吧~	I whipped up some special bedtime treats just for you, Inspector! Let's share sweet dreams together!	調査官への感謝の気持ちを込めて、就寝前のデザートを用意したにゃ！ 一緒に甘い夢を見よう！	조사관을 위해 에코가 특별히 준비한 잠자기 전 디저트! 함께 달콤한 꿈 꾸어~	เพื่อ​ขอบคุณ​ผู้ตรวจการ​ เอ​ค​โค​เตรียม​ขนม​ก่อน​นอนมา​เป็นพิเศษ​เลย​นะ​ มา​หลับ​ฝันหวาน​ไป​ด้วยกัน​เถอะ​~​
275	162008	1	暗巷深宵	打招呼	vo_hello_gift_162008	vo_hello_gift_162008	1	快乐水和薯片才是绝配！欸？这是什么？好香……	快樂水和薯片才是絕配！欸？這是什麼？好香……	Nothing beats Happy Soda and Potato Chips! Hmm? What's that amazing aroma?	コーラとポテチって、神コラボだよね！くんくん…えっ？なにこの匂い？うわ、すっごく美味しそう！	해피 워터랑 감자칩이 진짜 최고 조합이지! 어? 이건 뭐지? 냄새 좋다…	แอ​ป​ปี้​โซดา​กับ​มันฝรั่ง​แผ่น​นี่​สุดยอด​จริงๆ​!​ เอ๋​?​ นี่​อะไร​น่ะ​?​ หอม​จัง​...​	快乐水和薯片才是绝配！欸？这是什么？好香……	快樂水和薯片才是絕配！欸？這是什麼？好香……	Nothing beats Happy Soda and Potato Chips! Hmm? What's that amazing aroma?	コーラとポテチって、神コラボだよね！くんくん…えっ？なにこの匂い？うわ、すっごく美味しそう！	해피 워터랑 감자칩이 진짜 최고 조합이지! 어? 이건 뭐지? 냄새 좋다…	แอ​ป​ปี้​โซดา​กับ​มันฝรั่ง​แผ่น​นี่​สุดยอด​จริงๆ​!​ เอ๋​?​ นี่​อะไร​น่ะ​?​ หอม​จัง​...​
276	162008	3	暗巷深宵	赠送礼物后	vo_give_gift_162008	vo_give_gift_162008	1	哇！意外地还不错！那下一餐也麻烦调查官了~	哇！意外地還不錯！那下一餐也麻煩調查官了~	Whoa! That's way better than I expected! Hope you'll cook for me again.	うわ！意外とイケるかも！じゃ、次のごはんもお願いしちゃおっかな〜♪	와! 의외로 괜찮은데? 그럼 다음 식사도… 조사관한테 부탁할게~	ว้าว​!​ ดีกว่า​ที่​คิด​นะเนี่ย​!​ งั้น​มื้อ​หน้า​ก็​ฝาก​ผู้ตรวจการ​ด้วย​นะ​~​	哇！意外地还不错！那下一餐也麻烦调查官了~	哇！意外地還不錯！那下一餐也麻煩調查官了~	Whoa! That's way better than I expected! Hope you'll cook for me again.	うわ！意外とイケるかも！じゃ、次のごはんもお願いしちゃおっかな〜♪	와! 의외로 괜찮은데? 그럼 다음 식사도… 조사관한테 부탁할게~	ว้าว​!​ ดีกว่า​ที่​คิด​นะเนี่ย​!​ งั้น​มื้อ​หน้า​ก็​ฝาก​ผู้ตรวจการ​ด้วย​นะ​~​
277	163008	1	报丧女妖	打招呼	vo_hello_gift_163008	vo_hello_gift_163008	1	这个是……给我的吗？	這個是……給我的嗎？	You mean... I can have this?	えっ……これ、私に…ですか？	이건… 저 주시는 건가요?	สิ่ง​นี้​...​ ให้​ฉัน​งั้น​เหรอ​?​	这个是……给我的吗？	這個是……給我的嗎？	You mean... I can have this?	えっ……これ、私に…ですか？	이건… 저 주시는 건가요?	สิ่ง​นี้​...​ ให้​ฉัน​งั้น​เหรอ​?​
278	163008	3	报丧女妖	赠送礼物后	vo_give_gift_163008	vo_give_gift_163008	1	谢……谢谢……我们一起吃吧。	謝……謝謝……我們一起吃吧。	I-I mean... thanks. You should... join me. If you want.	あ……ありがとうございます……一緒に、食べませんか？	고… 고맙습니다… 같이 드시죠.	ข​-​ขอบคุณ​...​ เรา​มา​กิน​ด้วยกัน​เถอะ​นะ​	谢……谢谢……我们一起吃吧。	謝……謝謝……我們一起吃吧。	I-I mean... thanks. You should... join me. If you want.	あ……ありがとうございます……一緒に、食べませんか？	고… 고맙습니다… 같이 드시죠.	ข​-​ขอบคุณ​...​ เรา​มา​กิน​ด้วยกัน​เถอะ​นะ​
279	132008	1	数理星辉	打招呼	vo_hello_gift_132008	vo_hello_gift_132008	1	分析食物成分……嗯……附带有调查官的积极情绪粒子……\n啊，不好意思，食物触发了我的职业习惯。	分析食物成分……嗯……附帶有調查官的積極情緒粒子……\n啊，不好意思，食物觸發了我的職業習慣。	Composition scan... Interesting, your meal contains happiness Pathos Particles... Oops, sorry, old habits die hard.	料理の成分を分析します……うん……調査官のポジティブなエモーション粒子が付着しています……\nあっ、すみません、職業病でつい……	음식 성분 분석 중… 음… 조사관의 긍정적인 이모션 파티클이 첨가되어 있어…\n아, 미안. 직업병이라… 음식 보면 반사적으로 분석하게 돼.	วิเคราะห์​ส่วนประกอบ​อา​หา​ร.​..​ อืม​...​ มี​อนุภาค​พา​โธส​เชิง​บวก​จาก​ผู้ตรวจการ​ปะปน​อยู่​ด้วย​...​\nอ๊ะ​!​ ขอโทษ​ที​ ติดนิสัย​น่ะ​ พอ​เห็น​อาหาร​จาน​นี้​แล้ว​มัน​เผลอ​	分析食物成分……嗯……附带有调查官的积极情绪粒子……\n啊，不好意思，食物触发了我的职业习惯。	分析食物成分……嗯……附帶有調查官的積極情緒粒子……\n啊，不好意思，食物觸發了我的職業習慣。	Composition scan... Interesting, your meal contains happiness Pathos Particles... Oops, sorry, old habits die hard.	料理の成分を分析します……うん……調査官のポジティブなエモーション粒子が付着しています……\nあっ、すみません、職業病でつい……	음식 성분 분석 중… 음… 조사관의 긍정적인 이모션 파티클이 첨가되어 있어…\n아, 미안. 직업병이라… 음식 보면 반사적으로 분석하게 돼.	วิเคราะห์​ส่วนประกอบ​อา​หา​ร.​..​ อืม​...​ มี​อนุภาค​พา​โธส​เชิง​บวก​จาก​ผู้ตรวจการ​ปะปน​อยู่​ด้วย​...​\nอ๊ะ​!​ ขอโทษ​ที​ ติดนิสัย​น่ะ​ พอ​เห็น​อาหาร​จาน​นี้​แล้ว​มัน​เผลอ​
280	132008	3	数理星辉	赠送礼物后	vo_give_gift_132008	vo_give_gift_132008	1	嗯……从食物中，我感受到了调查官的关心，谢谢……	嗯……從食物中，我感受到了調查官的關心，謝謝……	Hmm... This food carries your kindness... I appreciate it.	ええ……料理から、調査官の思いやりを感じます、ありがとうございます……	음… 이 음식에서, 조사관의 배려가 느껴졌어. 고마워…	อืม​...​ จาก​อาหาร​จาน​นี้​ ฉัน​สัมผัส​ได้​ถึง​ความใส่ใจ​ของ​ผู้ตรวจการ​แล้ว​ล่ะ​ ขอบคุณ​นะ​	嗯……从食物中，我感受到了调查官的关心，谢谢……	嗯……從食物中，我感受到了調查官的關心，謝謝……	Hmm... This food carries your kindness... I appreciate it.	ええ……料理から、調査官の思いやりを感じます、ありがとうございます……	음… 이 음식에서, 조사관의 배려가 느껴졌어. 고마워…	อืม​...​ จาก​อาหาร​จาน​นี้​ ฉัน​สัมผัส​ได้​ถึง​ความใส่ใจ​ของ​ผู้ตรวจการ​แล้ว​ล่ะ​ ขอบคุณ​นะ​
281	101002	1	深蓝执法者	打招呼	vo_hello_gift_101002	vo_hello_gift_101002	1	这是给我的食品补给吗？	這是給我的食品補給嗎？	You brought me food supplies?	これは、私への食事支給ですか？	이거… 나 주는 전투식량이야?	นี่​คือ​เสบียงอาหาร​สำหรับ​ฉัน​งั้น​เหรอ​?​	这是给我的食品补给吗？	這是給我的食品補給嗎？	You brought me food supplies?	これは、私への食事支給ですか？	이거… 나 주는 전투식량이야?	นี่​คือ​เสบียงอาหาร​สำหรับ​ฉัน​งั้น​เหรอ​?​
282	101002	3	深蓝执法者	赠送礼物后	vo_give_gift_101002	vo_give_gift_101002	1	执行任务有时候也顾不上吃东西了……\n谢谢调查官的关心。	執行任務有時候也顧不上吃東西了……\n謝謝調查官的關心。	Back on missions, I'd sometimes... skip meals entirely. So... this means a lot, Inspector.	任務中は、食事をおろそかにしがちです。\n調査官、お気遣いありがとうございます。	임무 중엔… 식사도 거를 때가 많아…\n고마워, 조사관. 챙겨줘서…	บางครั้ง​ใน​ตอน​ปฏิบัติภารกิจ​ก็​ไม่​มี​เวลา​กิน​อะไร​เลย​...​\nขอบคุณ​สำหรับ​ความห่วงใย​นะคะ​ ผู้ตรวจการ​	执行任务有时候也顾不上吃东西了……\n谢谢调查官的关心。	執行任務有時候也顧不上吃東西了……\n謝謝調查官的關心。	Back on missions, I'd sometimes... skip meals entirely. So... this means a lot, Inspector.	任務中は、食事をおろそかにしがちです。\n調査官、お気遣いありがとうございます。	임무 중엔… 식사도 거를 때가 많아…\n고마워, 조사관. 챙겨줘서…	บางครั้ง​ใน​ตอน​ปฏิบัติภารกิจ​ก็​ไม่​มี​เวลา​กิน​อะไร​เลย​...​\nขอบคุณ​สำหรับ​ความห่วงใย​นะคะ​ ผู้ตรวจการ​
283	145008	1	失序狂澜	打招呼	vo_hello_gift_145008	vo_hello_gift_145008	1	哦哦哦！是给我的吗？！是不是想用美食来收买我呀？哼哼，我可没那么容易被收买！……除非多给几份！	哦哦哦！是給我的嗎？！是不是想用美食來收買我呀？哼哼，我可沒那麼容易被收買！……除非多給幾份！	Ooooh, for me? Trying to butter me up with treats, huh? Nice try... but I'll need a whole stack before I'm convinced!	おおおっ！これ、私の！？まさか……うまいもんで買収しようってワケ！？ふんっ、そんな手には乗らんよ〜！……ただし、もっとくれるなら話は別だけどねー	어머머! 나한테 주는 거야?! 혹시 맛있는 걸로 나를 꼬시려는 거냐? 흥, 내가 그렇게 쉽게 꼬일 줄 알아? ... 그런데 좀 더 주면 모를까!	โอ้​ว้าว​!​ นี่​ให้​ฉัน​จริงๆ​ เหรอ​?!​ จะ​ใช้​ของ​อร่อย​มา​ล่อ​ฉัน​งั้น​สิ​?​ ฮึ​ฮึ​ ฉัน​ไม่​ใช่​คน​ที่​โดน​ขาย​ง่าย​แบบ​นั้น​หรอก​นะ​!​ ...​เว้น​แต่ว่า​จะ​ให้​เยอะ​กว่า​นี้​อีกหน่อย​!​	哦哦哦！是给我的吗？！是不是想用美食来收买我呀？哼哼，我可没那么容易被收买！……除非多给几份！	哦哦哦！是給我的嗎？！是不是想用美食來收買我呀？哼哼，我可沒那麼容易被收買！……除非多給幾份！	Ooooh, for me? Trying to butter me up with treats, huh? Nice try... but I'll need a whole stack before I'm convinced!	おおおっ！これ、私の！？まさか……うまいもんで買収しようってワケ！？ふんっ、そんな手には乗らんよ〜！……ただし、もっとくれるなら話は別だけどねー	어머머! 나한테 주는 거야?! 혹시 맛있는 걸로 나를 꼬시려는 거냐? 흥, 내가 그렇게 쉽게 꼬일 줄 알아? ... 그런데 좀 더 주면 모를까!	โอ้​ว้าว​!​ นี่​ให้​ฉัน​จริงๆ​ เหรอ​?!​ จะ​ใช้​ของ​อร่อย​มา​ล่อ​ฉัน​งั้น​สิ​?​ ฮึ​ฮึ​ ฉัน​ไม่​ใช่​คน​ที่​โดน​ขาย​ง่าย​แบบ​นั้น​หรอก​นะ​!​ ...​เว้น​แต่ว่า​จะ​ให้​เยอะ​กว่า​นี้​อีกหน่อย​!​
284	145008	3	失序狂澜	赠送礼物后	vo_give_gift_145008	vo_give_gift_145008	1	呜哇——！太好吃啦！下次还要！……这是命令哦！命令！	嗚哇——！太好吃啦！下次還要！……這是命令哦！命令！	Oh my stars—this is amazing! You're bringing me more later, got it? That's not a request!	うわぁ〜っ！うますぎる〜っ！！また作ってくれるよな！……命令だからなっ、命令っ！	우와——! 완전 맛있어! 다음에도 꼭 줘! ... 이건 명령이야! 명령이라고!	ว้าว​—!​ อร่อย​เกินไป​แล้ว​!​ รอบ​หน้า​ขอ​อีก​นะ​!​ ...​นี่​เป็น​คำสั่ง​นะ​!​ คำสั่ง​!​	呜哇——！太好吃啦！下次还要！……这是命令哦！命令！	嗚哇——！太好吃啦！下次還要！……這是命令哦！命令！	Oh my stars—this is amazing! You're bringing me more later, got it? That's not a request!	うわぁ〜っ！うますぎる〜っ！！また作ってくれるよな！……命令だからなっ、命令っ！	우와——! 완전 맛있어! 다음에도 꼭 줘! ... 이건 명령이야! 명령이라고!	ว้าว​—!​ อร่อย​เกินไป​แล้ว​!​ รอบ​หน้า​ขอ​อีก​นะ​!​ ...​นี่​เป็น​คำสั่ง​นะ​!​ คำสั่ง​!​
285	155008	1	独家报道	打招呼	vo_hello_gift_155008	vo_hello_gift_155008	1	从你的微表情来看…你有惊喜要给我？\n……嘿嘿，其实是我闻到香味啦。	從你的微表情來看…你有驚喜要給我？\n……嘿嘿，其實是我聞到香味啦。	Wait—you're up to something. Okay fine, the aroma totally gave it away.	その表情……もしかして、何かサプライズがあるとか？\n……えへへ、ウソウソ。いい匂いがしただけ〜♪	네 미세한 표정을 보니... 나한테 줄 깜짝 선물이 있는 거야?\n... 헤헤, 사실 냄새 맡았거든!	ดู​จาก​สีหน้า​ของ​เธอ​...​ คง​มี​ของขวัญ​เซอร์ไพรส์​จะ​ให้​ฉัน​ล่ะ​สิ​?​\n...​หุหุ​ ที่จริง​แล้ว​เพราะ​ฉัน​ได้​กลิ่นหอม​แล้ว​ล่ะ​นะ​!​	从你的微表情来看…你有惊喜要给我？\n……嘿嘿，其实是我闻到香味啦。	從你的微表情來看…你有驚喜要給我？\n……嘿嘿，其實是我聞到香味啦。	Wait—you're up to something. Okay fine, the aroma totally gave it away.	その表情……もしかして、何かサプライズがあるとか？\n……えへへ、ウソウソ。いい匂いがしただけ〜♪	네 미세한 표정을 보니... 나한테 줄 깜짝 선물이 있는 거야?\n... 헤헤, 사실 냄새 맡았거든!	ดู​จาก​สีหน้า​ของ​เธอ​...​ คง​มี​ของขวัญ​เซอร์ไพรส์​จะ​ให้​ฉัน​ล่ะ​สิ​?​\n...​หุหุ​ ที่จริง​แล้ว​เพราะ​ฉัน​ได้​กลิ่นหอม​แล้ว​ล่ะ​นะ​!​
286	155008	3	独家报道	赠送礼物后	vo_give_gift_155008	vo_give_gift_155008	1	超美味——！我得赶紧给你宣传宣传！	超美味——！我得趕緊給你宣傳宣傳！	This is unreal! I'm telling everyone how good you are at this!	うっっっま〜〜っ！！これはみんなに宣伝しなきゃ！	완전 최고 맛——! 당장 너한테 광고해 줘야겠다!	อร่อย​มาก​เลย​—!​ แบบนี้​ต้อง​รีบ​ไป​บอกต่อ​แล้ว​ล่ะ​!​	超美味——！我得赶紧给你宣传宣传！	超美味——！我得趕緊給你宣傳宣傳！	This is unreal! I'm telling everyone how good you are at this!	うっっっま〜〜っ！！これはみんなに宣伝しなきゃ！	완전 최고 맛——! 당장 너한테 광고해 줘야겠다!	อร่อย​มาก​เลย​—!​ แบบนี้​ต้อง​รีบ​ไป​บอกต่อ​แล้ว​ล่ะ​!​
